220X67,220X71,220X75,220X79,220X83,220X87,220X91,220X95,220X225,220X226,220X227,220X228,220X229,220X230,220X231,220X232,220X233,220X234,220X235,220X236
2017080314544034.0,2017080314530107,2017080314542467.0,2017080314533475,2017080314542757.0,2017080314525678,2017080314542242.0,2017080314533125,20170803022240.0,20170803022240.0,20170803020903.0,20170803020700.0,20170803020634.0,20170803020550.0,20170803014041.0,20170803014041.0,20170713112219.0,20170713112219.0,20170710143250.0,20170710143250.0
2017072622321250.0,2017072622303684,2017072622315700.0,2017072622305364,2017072622315987.0,2017072622303262,2017072622315473.0,2017072622305010,20170727211636.0,20170727211636.0,20170727210100.0,20170727205853.0,20170727205822.0,20170727205738.0,20170727203318.0,20170727203318.0,20170713110723.0,20170713110723.0,20170705163823.0,20170705163823.0
2017072622025329.0,2017072621592089,2017072622023784.0,2017072622012406,2017072622024068.0,2017072621591668,2017072622023560.0,2017072622012053,20170727204626.0,20170727204626.0,20170727203116.0,20170727202800.0,20170727202732.0,20170727202704.0,20170727200614.0,20170727200614.0,20170713110723.0,20170713110723.0,20170705163823.0,20170705163823.0
2017072410113726.0,2017072410095006,2017072410112143.0,2017072410100853,2017072410112460.0,2017072410094584,2017072410111917.0,2017072410100500,20170724102709.0,20170724102709.0,20170724101209.0,20170724100951.0,20170724100915.0,20170724100221.0,20170724093259.0,20170724093259.0,20170713110723.0,20170713110723.0,20170705163823.0,20170705163823.0
2017072410101106.0,2017072410022798,2017072410095560.0,2017072410024556,2017072410095845.0,2017072410022376,2017072410095081.0,2017072410024204,20170724102604.0,20170724102604.0,20170724101042.0,20170724100229.0,20170724100153.0,20170724100106.0,20170724093154.0,20170724093154.0,20170713110723.0,20170713110723.0,20170705163823.0,20170705163823.0
2017072409352262.0,2017072409332406,2017072409350712.0,2017072409341734,2017072409350996.0,2017072409331985,2017072409350487.0,2017072409341381,20170724095233.0,20170724095233.0,20170724093554.0,20170724093326.0,20170724093252.0,20170724093212.0,20170724090400.0,20170724090400.0,20170713110723.0,20170713110723.0,20170705163823.0,20170705163823.0
2017072409341989.0,2017072409321990,2017072409340428.0,2017072409324660,2017072409340728.0,2017072409321567,2017072409340196.0,2017072409324309,20170724095110.0,20170724095110.0,20170724093451.0,20170724093221.0,20170724093147.0,20170724093110.0,20170724090304.0,20170724090304.0,20170713110723.0,20170713110723.0,20170705163823.0,20170705163823.0
2017072720285376.0,2017072720263245,2017072720283820.0,2017072720270028,2017072720284106.0,2017072720262823,2017072720283467.0,2017072720265676,20170727204345.0,20170727204345.0,20170727202934.0,20170727202619.0,20170727202549.0,20170727202520.0,20170727200507.0,20170727200507.0,20170713110723.0,20170713110723.0,20170705163823.0,20170705163823.0
2017072720270285.0,2017072720254092,2017072720264737.0,2017072720255785,2017072720265021.0,2017072720253671,2017072720264512.0,2017072720255429,20170727203947.0,20170727203947.0,20170727202754.0,20170727202528.0,20170727202443.0,20170727202347.0,20170727200402.0,20170727200402.0,20170713110723.0,20170713110723.0,20170705163823.0,20170705163823.0
2017072720260048.0,2017072720240934,2017072720254490.0,2017072720245229,2017072720254778.0,2017072720240512,2017072720254267.0,2017072720244876,20170727203849.0,20170727203849.0,20170727202613.0,20170727202356.0,20170727202322.0,20170727202253.0,20170727200257.0,20170727200257.0,20170713110723.0,20170713110723.0,20170705163823.0,20170705163823.0
2017080514502618.0,2017080514484728,2017080514501062.0,2017080514491154,2017080514501342.0,2017080514484306,2017080514500837.0,2017080514490803,20170805145328.0,20170805145328.0,20170805143839.0,20170805143632.0,20170805143558.0,20170805143520.0,20170805140714.0,20170805140714.0,20170713110723.0,20170713110723.0,20170705163823.0,20170705163823.0
2017080514491406.0,2017080514474467,2017080514485864.0,2017080514480906,2017080514490146.0,2017080514474045,2017080514485639.0,2017080514480553,20170805145223.0,20170805145223.0,20170805143736.0,20170805143529.0,20170805143456.0,20170805143418.0,20170805140609.0,20170805140609.0,20170713110723.0,20170713110723.0,20170705163823.0,20170705163823.0
2017072610515781.0,2017072610502654,2017072610514239.0,2017072610505084,2017072610514525.0,2017072610502232,2017072610514014.0,2017072610504732,20170726110301.0,20170726110301.0,20170726104650.0,20170726104426.0,20170726104349.0,20170726104303.0,20170726101546.0,20170726101546.0,20170713110723.0,20170713110723.0,20170705163823.0,20170705163823.0
2017080514481160.0,2017080514464229,2017080514475614.0,2017080514470657,2017080514475898.0,2017080514463807,2017080514475390.0,2017080514470304,20170805145057.0,20170805145057.0,20170805143626.0,20170805143427.0,20170805143353.0,20170805143259.0,20170805140505.0,20170805140505.0,20170713110723.0,20170713110723.0,20170705163823.0,20170705163823.0
2017080514381395.0,2017080514363726,2017080514375853.0,2017080514370918,2017080514380140.0,2017080514363306,2017080514375629.0,2017080514370565,20170804232058.0,20170804232058.0,20170804230806.0,20170804230252.0,20170804230218.0,20170804230133.0,20170804223159.0,20170804223159.0,20170713110723.0,20170713110723.0,20170705163823.0,20170705163823.0
2017072610195948.0,2017072610180159,2017072610194392.0,2017072610181910,2017072610194687.0,2017072610175739,2017072610194150.0,2017072610181553,20170726110427.0,20170726110427.0,20170726104926.0,20170726104539.0,20170726104503.0,20170726104417.0,20170726101631.0,20170726101631.0,20170713110723.0,20170713110723.0,20170705163823.0,20170705163823.0
2017080514371179.0,2017080514353484,2017080514365626.0,2017080514355925,2017080514365909.0,2017080514353064,2017080514365403.0,2017080514355571,20170804235220.0,20170804235220.0,20170804233601.0,20170804233344.0,20170804233310.0,20170804233232.0,20170804230416.0,20170804230416.0,20170713110723.0,20170713110723.0,20170705163823.0,20170705163823.0
2017080514360182.0,2017080514343256,2017080514354632.0,2017080514345684,2017080514354906.0,2017080514342834,2017080514354409.0,2017080514345332,20170804211032.0,20170804211032.0,20170804205643.0,20170804205416.0,20170804205343.0,20170804205257.0,20170804202142.0,20170804202142.0,20170713110723.0,20170713110723.0,20170705163823.0,20170705163823.0
2017080514244960.0,2017080514232048,2017080514243407.0,2017080514234446,2017080514243704.0,2017080514231626,2017080514243165.0,2017080514234093,20170804214143.0,20170804214143.0,20170804212533.0,20170804212310.0,20170804212233.0,20170804212146.0,20170804205707.0,20170804205707.0,20170713110723.0,20170713110723.0,20170705163823.0,20170705163823.0
2017080514234709.0,2017080514191014,2017080514233153.0,2017080514224204,2017080514233437.0,2017080514190592,2017080514232926.0,2017080514223851,20170805150454.0,20170805150454.0,20170805144836.0,20170805144637.0,20170805144603.0,20170805144526.0,20170805141706.0,20170805141706.0,20170713110723.0,20170713110723.0,20170705163823.0,20170705163823.0
2017080514224464.0,2017080514175995,2017080514222910.0,2017080514183210,2017080514223193.0,2017080514175568,2017080514222687.0,2017080514182857,20170805145713.0,20170805145713.0,20170805144205.0,20170805144006.0,20170805143932.0,20170805143836.0,20170805141050.0,20170805141050.0,20170713110723.0,20170713110723.0,20170705163823.0,20170705163823.0
2017072917312915.0,2017072917294012,2017072917311371.0,2017072917300610,2017072917311657.0,2017072917293592,2017072917311145.0,2017072917300257,20170730134752.0,20170730134752.0,20170730133443.0,20170730132946.0,20170730132910.0,20170730132829.0,20170730125857.0,20170730125857.0,20170713110723.0,20170713110723.0,20170705163823.0,20170705163823.0
2017071821022959.0,2017071821005673,2017071821021378.0,2017071821012203,2017071821021696.0,2017071821005251,2017071821021154.0,2017071821011848,20170718211818.0,20170718211818.0,20170718210328.0,20170718210127.0,20170718210054.0,20170718210009.0,20170718200342.0,20170718200342.0,20170713110723.0,20170713110723.0,20170705163823.0,20170705163823.0
2017072412043251.0,2017072412025592,2017072412041700.0,2017072412031270,2017072412041984.0,2017072412025171,2017072412041476.0,2017072412030917,20170724122247.0,20170724122247.0,20170724120522.0,20170724120257.0,20170724120221.0,20170724120135.0,20170724113621.0,20170724113621.0,20170713110723.0,20170713110723.0,20170705163823.0,20170705163823.0
2017072917033720.0,2017072916584570,2017072917032168.0,2017072916592132,2017072917032457.0,2017072916584148,2017072917031945.0,2017072916591779,20170730134941.0,20170730134941.0,20170730133552.0,20170730133353.0,20170730133316.0,20170730132937.0,20170730130002.0,20170730130002.0,20170713110723.0,20170713110723.0,20170705163823.0,20170705163823.0
2017072411333857.0,2017072411313025,2017072411332303.0,2017072411315814,2017072411332587.0,2017072411312604,2017072411332078.0,2017072411315462,20170724115024.0,20170724115024.0,20170724113410.0,20170724113132.0,20170724113058.0,20170724113021.0,20170724104759.0,20170724104759.0,20170713110723.0,20170713110723.0,20170705163823.0,20170705163823.0
2017072718505662.0,2017072718471493,2017072718504098.0,2017072718475614,2017072718504393.0,2017072718471071,2017072718503870.0,2017072718475262,20170727190438.0,20170727190438.0,20170727185114.0,20170727184702.0,20170727184629.0,20170727184544.0,20170727181555.0,20170727181555.0,20170713110723.0,20170713110723.0,20170705163823.0,20170705163823.0
2017072718475873.0,2017072718460493,2017072718474323.0,2017072718463787,2017072718474598.0,2017072718460071,2017072718474087.0,2017072718463434,20170727190348.0,20170727190348.0,20170727184816.0,20170727184552.0,20170727184519.0,20170727184442.0,20170727181458.0,20170727181458.0,20170713110723.0,20170713110723.0,20170705163823.0,20170705163823.0
2017072718375607.0,2017072718354953,2017072718374059.0,2017072718365107,2017072718374343.0,2017072718354531,2017072718373829.0,2017072718364754,20170727185223.0,20170727185223.0,20170727183813.0,20170727183537.0,20170727183503.0,20170727183416.0,20170727180223.0,20170727180223.0,20170713110723.0,20170713110723.0,20170705163823.0,20170705163823.0
2017072718365362.0,2017072718343781,2017072718363814.0,2017072718351145,2017072718364103.0,2017072718343360,2017072718363589.0,2017072718350792,20170727185104.0,20170727185104.0,20170727183711.0,20170727183425.0,20170727183351.0,20170727183314.0,20170727180108.0,20170727180108.0,20170713110723.0,20170713110723.0,20170705163823.0,20170705163823.0
2017080419482767.0,2017080419465529,2017080419481215.0,2017080419471970,2017080419481501.0,2017080419465109,2017080419480981.0,2017080419471617,20170804203759.0,20170804203759.0,20170804202134.0,20170804201906.0,20170804201830.0,20170804201744.0,20170804194936.0,20170804194936.0,20170713110723.0,20170713110723.0,20170705163823.0,20170705163823.0
2017080419472225.0,2017080419441521,2017080419470678.0,2017080419461696,2017080419470960.0,2017080419441101,2017080419470453.0,2017080419461343,20170804210926.0,20170804210926.0,20170804205516.0,20170804205306.0,20170804205232.0,20170804205202.0,20170804202025.0,20170804202025.0,20170713110723.0,20170713110723.0,20170705163823.0,20170705163823.0
2017080419461950.0,2017080419430121,2017080419460404.0,2017080419431875,2017080419460689.0,2017080419425700,2017080419460168.0,2017080419431521,20170804210801.0,20170804210801.0,20170804205411.0,20170804205210.0,20170804205134.0,20170804204908.0,20170804201911.0,20170804201911.0,20170713110723.0,20170713110723.0,20170705163823.0,20170705163823.0
2017080410392500.0,2017080410360575,2017080410390948.0,2017080410362334,2017080410391234.0,2017080410360154,2017080410390720.0,2017080410361982,20170806044354.0,20170806044354.0,20170806042712.0,20170806042448.0,20170806042411.0,20170806042324.0,20170806035415.0,20170806035415.0,20170713110723.0,20170713110723.0,20170705163823.0,20170705163823.0
2017080410362590.0,2017080410345112,2017080410361042.0,2017080410350867,2017080410361328.0,2017080410344692,2017080410360817.0,2017080410350514,20170806051517.0,20170806051517.0,20170806050008.0,20170806045632.0,20170806045555.0,20170806045509.0,20170806042458.0,20170806042458.0,20170713110723.0,20170713110723.0,20170705163823.0,20170705163823.0
2017080410351145.0,2017080410333582,2017080410345575.0,2017080410335345,2017080410345862.0,2017080410333160,2017080410345348.0,2017080410334992,20170806051355.0,20170806051355.0,20170806045905.0,20170806045517.0,20170806045440.0,20170806045354.0,20170806042353.0,20170806042353.0,20170713110723.0,20170713110723.0,20170705163823.0,20170705163823.0
NA,2017072613344865,NA,2017072613350959,NA,2017072613344445,NA,2017072613350606,20170726214400.0,20170726214400.0,20170726212744.0,20170726212532.0,20170726212459.0,20170726212421.0,20170726210123.0,20170726210123.0,20170713110723.0,20170713110723.0,20170705163823.0,20170705163823.0
2017071820470098.0,2017071820453025,2017071820464545.0,2017071820455576,2017071820464834.0,2017071820452604,2017071820464320.0,2017071820455223,20170718210209.0,20170718210209.0,20170718204800.0,20170718204601.0,20170718204528.0,20170718204434.0,20170718194937.0,20170718194937.0,20170713110723.0,20170713110723.0,20170705163823.0,20170705163823.0
2017071820455828.0,2017071820441142,2017071820454281.0,2017071820445329,2017071820454568.0,2017071820440723,2017071820454046.0,2017071820444973,20170718210046.0,20170718210046.0,20170718204658.0,20170718204442.0,20170718204409.0,20170718204331.0,20170718194832.0,20170718194832.0,20170713110723.0,20170713110723.0,20170705163823.0,20170705163823.0
2017071820445582.0,2017071820430904,2017071820444034.0,2017071820433439,2017071820444320.0,2017071820430484,2017071820443809.0,2017071820433082,20170718205923.0,20170718205923.0,20170718204555.0,20170718204340.0,20170718204307.0,20170718204221.0,20170718194727.0,20170718194727.0,20170713110723.0,20170713110723.0,20170705163823.0,20170705163823.0
2017080418472568.0,2017080418455643,2017080418471026.0,2017080418462054,2017080418471312.0,2017080418455221,2017080418470803.0,2017080418461700,20170805104458.0,20170805104458.0,20170805103208.0,20170805102653.0,20170805102619.0,20170805102534.0,20170805095900.0,20170805095900.0,20170713110723.0,20170713110723.0,20170705163823.0,20170705163823.0
2017080409542796.0,2017080409523979,2017080409541240.0,2017080409530385,2017080409541526.0,2017080409523559,2017080409541017.0,2017080409530032,20170804095323.0,20170804095323.0,20170804093959.0,20170804093759.0,20170804093725.0,20170804093341.0,20170804090738.0,20170804090738.0,20170713110723.0,20170713110723.0,20170705163823.0,20170705163823.0
2017080410091393.0,2017080410074439,2017080410085832.0,2017080410080873,2017080410090128.0,2017080410074017,2017080410085609.0,2017080410080520,20170806051251.0,20170806051251.0,20170806045626.0,20170806045402.0,20170806045326.0,20170806045245.0,20170806042249.0,20170806042249.0,20170713110723.0,20170713110723.0,20170705163823.0,20170705163823.0
2017080409530640.0,2017080409512945,2017080409525093.0,2017080409520129,2017080409525379.0,2017080409512514,2017080409524871.0,2017080409515776,20170804190129.0,20170804190129.0,20170804184644.0,20170804184137.0,20170804184103.0,20170804184024.0,20170804181333.0,20170804181333.0,20170713110723.0,20170713110723.0,20170705163823.0,20170705163823.0
2017080410081128.0,2017080410060512,2017080410075579.0,2017080410070621,2017080410075865.0,2017080410060090,2017080410075354.0,2017080410070267,20170804105227.0,20170804105227.0,20170804103550.0,20170804103326.0,20170804103249.0,20170804103202.0,20170804100446.0,20170804100446.0,20170713110723.0,20170713110723.0,20170705163823.0,20170705163823.0
2017080409462693.0,2017080409444950,2017080409461145.0,2017080409451385,2017080409461432.0,2017080409444528,2017080409460921.0,2017080409451032,20170804193126.0,20170804193126.0,20170804191516.0,20170804191253.0,20170804191216.0,20170804191132.0,20170804183946.0,20170804183946.0,20170713110723.0,20170713110723.0,20170705163823.0,20170705163823.0
2017080410070873.0,2017080410045032,2017080410065328.0,2017080410052610,2017080410065610.0,2017080410044603,2017080410065093.0,2017080410052256,20170804102556.0,20170804102556.0,20170804100937.0,20170804100734.0,20170804100700.0,20170804100546.0,20170804094100.0,20170804094100.0,20170713110723.0,20170713110723.0,20170705163823.0,20170705163823.0
2017080417400976.0,2017080417383068,2017080417395429.0,2017080417390282,2017080417395715.0,2017080417382648,2017080417395204.0,2017080417385929,20170804171658.0,20170804171658.0,20170804170201.0,20170804165954.0,20170804165920.0,20170804165843.0,20170804163431.0,20170804163431.0,20170713110723.0,20170713110723.0,20170705163823.0,20170705163823.0
2017080417390537.0,2017080417372784,2017080417384990.0,2017080417375234,2017080417385279.0,2017080417372362,2017080417384764.0,2017080417374881,20170804171543.0,20170804171543.0,20170804170059.0,20170804165852.0,20170804165818.0,20170804165740.0,20170804163326.0,20170804163326.0,20170713110723.0,20170713110723.0,20170705163823.0,20170705163823.0
2017080203410798.0,2017080203392154,2017080203405256.0,2017080203394689,2017080203405535.0,2017080203391731,2017080203405032.0,2017080203394335,20170802084718.0,20170802084718.0,20170802083340.0,20170802083050.0,20170802083028.0,20170802083002.0,20170802081018.0,20170802081018.0,20170713112219.0,20170713112219.0,20170710143250.0,20170710143250.0
2017080417375493.0,2017080417362543,2017080417373942.0,2017080417364967,2017080417374223.0,2017080417362123,2017080417373717.0,2017080417364612,20170804171430.0,20170804171430.0,20170804165948.0,20170804165749.0,20170804165715.0,20170804165559.0,20170804163221.0,20170804163221.0,20170713110723.0,20170713110723.0,20170705163823.0,20170705163823.0
2017080203341831.0,2017080203324121,2017080203340287.0,2017080203331337,2017080203340571.0,2017080203323695,2017080203340065.0,2017080203330984,20170803004722.0,20170803004722.0,20170803003231.0,20170803002954.0,20170803002927.0,20170803002844.0,20170803000248.0,20170803000248.0,20170713112219.0,20170713112219.0,20170710143250.0,20170710143250.0
2017080417014059.0,2017080417000279,2017080417012515.0,2017080417003528,2017080417012798.0,2017080416595851,2017080417012290.0,2017080417003175,20170804042014.0,20170804042014.0,20170804040701.0,20170804040507.0,20170804040449.0,20170804040422.0,20170804034450.0,20170804034450.0,20170713112219.0,20170713112219.0,20170710143250.0,20170710143250.0
2017080417003793.0,2017080416590081,2017080417002228.0,2017080416592500,2017080417002518.0,2017080416585660,2017080417002006.0,2017080416592146,20170802173044.0,20170802173044.0,20170802171552.0,20170802171343.0,20170802171316.0,20170802171237.0,20170802165248.0,20170802165248.0,20170713112219.0,20170713112219.0,20170710143250.0,20170710143250.0
2017080416592748.0,2017080416575820,2017080416591207.0,2017080416582245,2017080416591489.0,2017080416575400,2017080416590973.0,2017080416581892,20170802172929.0,20170802172929.0,20170802171449.0,20170802171243.0,20170802171213.0,20170802171130.0,20170802165133.0,20170802165133.0,20170713112219.0,20170713112219.0,20170710143250.0,20170710143250.0
2017072610332176.0,2017072610314709,2017072610330625.0,2017072610320932,2017072610330912.0,2017072610314284,2017072610330398.0,2017072610320581,20170726104531.0,20170726104531.0,20170726102920.0,20170726102656.0,20170726102619.0,20170726102532.0,20170726100010.0,20170726100010.0,20170713110723.0,20170713110723.0,20170705163823.0,20170705163823.0
2017072610321185.0,2017072610303110,2017072610315639.0,2017072610304787,2017072610315929.0,2017072610302690,2017072610315414.0,2017072610304434,20170726104418.0,20170726104418.0,20170726102805.0,20170726102540.0,20170726102504.0,20170726102417.0,20170726095905.0,20170726095905.0,20170713110723.0,20170713110723.0,20170705163823.0,20170705163823.0
2017072610305039.0,2017072610291689,2017072610303493.0,2017072610293454,2017072610303776.0,2017072610291267,2017072610303268.0,2017072610293101,20170727005142.0,20170727005142.0,20170727003733.0,20170727003216.0,20170727003142.0,20170727003053.0,20170727000328.0,20170727000328.0,20170713110723.0,20170713110723.0,20170705163823.0,20170705163823.0
2017080419143557.0,2017080419130145,2017080419142017.0,2017080419131907,2017080419142306.0,2017080419125725,2017080419141789.0,2017080419131556,20170804191639.0,20170804191639.0,20170804190135.0,20170804185928.0,20170804185854.0,20170804185816.0,20170804182639.0,20170804182639.0,20170713110723.0,20170713110723.0,20170705163823.0,20170705163823.0
2017080419132162.0,2017080419114926,2017080419130615.0,2017080419121365,2017080419130900.0,2017080419114503,2017080419130392.0,2017080419121012,20170804191514.0,20170804191514.0,20170804190025.0,20170804185825.0,20170804185751.0,20170804185658.0,20170804182534.0,20170804182534.0,20170713110723.0,20170713110723.0,20170705163823.0,20170705163823.0
2017072610282095.0,2017072610264729,2017072610280546.0,2017072610270495,2017072610280832.0,2017072610264309,2017072610280320.0,2017072610270142,20170727010417.0,20170727010417.0,20170727004846.0,20170727004631.0,20170727004557.0,20170727004512.0,20170727001424.0,20170727001424.0,20170713110723.0,20170713110723.0,20170705163823.0,20170705163823.0
2017080419121629.0,2017080419104621,2017080419120073.0,2017080419111084,2017080419120356.0,2017080419104200,2017080419115831.0,2017080419110731,20170804191409.0,20170804191409.0,20170804185922.0,20170804185707.0,20170804185633.0,20170804185556.0,20170804182446.0,20170804182446.0,20170713110723.0,20170713110723.0,20170705163823.0,20170705163823.0
2017072610270751.0,2017072610253165,2017072610265200.0,2017072610254850,2017072610265487.0,2017072610252745,2017072610264973.0,2017072610254495,20170727010311.0,20170727010311.0,20170727004728.0,20170727004521.0,20170727004447.0,20170727004409.0,20170727001315.0,20170727001315.0,20170713110723.0,20170713110723.0,20170705163823.0,20170705163823.0
2017080419021710.0,2017080419003993,2017080419020156.0,2017080419011175,2017080419020440.0,2017080419003571,2017080419015931.0,2017080419010821,20170804190255.0,20170804190255.0,20170804184919.0,20170804184547.0,20170804184513.0,20170804184128.0,20170804181446.0,20170804181446.0,20170713110723.0,20170713110723.0,20170705163823.0,20170705163823.0
2017080419011432.0,2017080418593712,2017080419005882.0,2017080419000154,2017080419010170.0,2017080418593290,2017080419005659.0,2017080418595801,20170802084930.0,20170802084930.0,20170802083502.0,20170802083256.0,20170802083234.0,20170802083207.0,20170802081133.0,20170802081133.0,20170713112219.0,20170713112219.0,20170710143250.0,20170710143250.0
2017080419000406.0,2017080418583395,2017080418594860.0,2017080418585878,2017080418595150.0,2017080418582975,2017080418594635.0,2017080418585525,20170802092052.0,20170802092052.0,20170802090715.0,20170802090321.0,20170802090259.0,20170802090232.0,20170802084248.0,20170802084248.0,20170713112219.0,20170713112219.0,20170710143250.0,20170710143250.0
2017073011201984.0,2017073011184989,2017073011200426.0,2017073011191473,2017073011200720.0,2017073011184568,2017073011200203.0,2017073011191120,20170730113214.0,20170730113214.0,20170730111637.0,20170730111421.0,20170730111348.0,20170730111310.0,20170730104157.0,20170730104157.0,20170713110723.0,20170713110723.0,20170705163823.0,20170705163823.0
2017080418462306.0,2017080418414601,2017080418460760.0,2017080418451785,2017080418461045.0,2017080418414181,2017080418460534.0,2017080418451432,20170804192858.0,20170804192858.0,20170804191247.0,20170804191037.0,20170804191004.0,20170804190925.0,20170804183732.0,20170804183732.0,20170713110723.0,20170713110723.0,20170705163823.0,20170705163823.0
2017080418452034.0,2017080418404148,2017080418450493.0,2017080418410775,2017080418450776.0,2017080418403728,2017080418450267.0,2017080418410421,20170804191745.0,20170804191745.0,20170804190238.0,20170804190031.0,20170804185957.0,20170804185919.0,20170804182744.0,20170804182744.0,20170713110723.0,20170713110723.0,20170705163823.0,20170705163823.0
2017073011191725.0,2017073011174804,2017073011190168.0,2017073011181220,2017073011190467.0,2017073011174384,2017073011185943.0,2017073011180868,20170730112058.0,20170730112058.0,20170730110632.0,20170730110418.0,20170730110343.0,20170730110306.0,20170730103210.0,20170730103210.0,20170713110723.0,20170713110723.0,20170705163823.0,20170705163823.0
2017073011181471.0,2017073011164553,2017073011175925.0,2017073011170984,2017073011180215.0,2017073011164132,2017073011175701.0,2017073011170629,20170730235614.0,20170730235614.0,20170730234004.0,20170730233740.0,20170730233704.0,20170730233616.0,20170730230746.0,20170730230746.0,20170713110723.0,20170713110723.0,20170705163823.0,20170705163823.0
2017073011171235.0,2017073011152615,2017073011165690.0,2017073011160726,2017073011165975.0,2017073011152195,2017073011165465.0,2017073011160373,20170731002635.0,20170731002635.0,20170731001417.0,20170731000854.0,20170731000818.0,20170731000732.0,20170730234038.0,20170730234038.0,20170713110723.0,20170713110723.0,20170705163823.0,20170705163823.0
2017073011160981.0,2017073011142357,2017073011155434.0,2017073011144885,2017073011155717.0,2017073011141935,2017073011155209.0,2017073011144534,20170801180022.0,20170801180022.0,20170801174735.0,20170801174232.0,20170801173636.0,20170801173523.0,20170801170950.0,20170801170950.0,20170713110723.0,20170713110723.0,20170705163823.0,20170705163823.0
2017080519585460.0,2017080519571587,2017080519583917.0,2017080519574762,2017080519584203.0,2017080519571165,2017080519583693.0,2017080519574410,20170802040307.0,20170802040307.0,20170802034656.0,20170802034440.0,20170802034407.0,20170802034330.0,20170802031512.0,20170802031512.0,20170713110723.0,20170713110723.0,20170705163823.0,20170705163823.0
2017080202344264.0,2017080202331320,2017080202342718.0,2017080202333751,2017080202343004.0,2017080202330898,2017080202342493.0,2017080202333396,20170801205517.0,20170801205517.0,20170801203643.0,20170801203350.0,20170801203315.0,20170801203237.0,20170801201010.0,20170801201010.0,20170713110723.0,20170713110723.0,20170705163823.0,20170705163823.0
2017080519575021.0,2017080519561357,2017080519573471.0,2017080519563778,2017080519573756.0,2017080519560937,2017080519573248.0,2017080519563426,20170802035651.0,20170802035651.0,20170802034128.0,20170802033911.0,20170802033838.0,20170802033801.0,20170802030944.0,20170802030944.0,20170713110723.0,20170713110723.0,20170705163823.0,20170705163823.0
2017072612543070.0,2017072612525564,2017072612541521.0,2017072612531237,2017072612541807.0,2017072612525142,2017072612541295.0,2017072612530885,20170726110918.0,20170726110918.0,20170726105404.0,20170726105138.0,20170726105104.0,20170726105027.0,20170726102050.0,20170726102050.0,20170713110723.0,20170713110723.0,20170705163823.0,20170705163823.0
2017072613072998.0,2017072613053606,2017072613071435.0,2017072613062478,2017072613071731.0,2017072613053182,2017072613071210.0,2017072613062125,20170726211257.0,20170726211257.0,20170726205957.0,20170726205533.0,20170726205509.0,20170726205441.0,20170726203416.0,20170726203416.0,20170713110723.0,20170713110723.0,20170705163823.0,20170705163823.0
2017080519564018.0,2017080519551129,2017080519562481.0,2017080519553546,2017080519562773.0,2017080519550707,2017080519562257.0,2017080519553195,20170802034934.0,20170802034934.0,20170802033438.0,20170802033231.0,20170802033157.0,20170802033120.0,20170802030310.0,20170802030310.0,20170713110723.0,20170713110723.0,20170705163823.0,20170705163823.0
2017080603085757.0,2017080603072129,2017080603084218.0,2017080603074004,2017080603084504.0,2017080603071709,2017080603083996.0,2017080603073651,20170806030825.0,20170806030825.0,20170806025355.0,20170806025141.0,20170806025106.0,20170806025029.0,20170806022206.0,20170806022206.0,20170713110723.0,20170713110723.0,20170705163823.0,20170705163823.0
2017080603074246.0,2017080603061328,2017080603072712.0,2017080603063762,2017080603072996.0,2017080603060906,2017080603072479.0,2017080603063407,20170806030709.0,20170806030709.0,20170806025253.0,20170806025038.0,20170806025004.0,20170806024919.0,20170806022100.0,20170806022100.0,20170713110723.0,20170713110723.0,20170705163823.0,20170705163823.0
2017080602532846.0,2017080602514359,2017080602531300.0,2017080602522342,2017080602531581.0,2017080602513937,2017080602531076.0,2017080602521989,20170805100717.0,20170805100717.0,20170805095057.0,20170805094834.0,20170805094757.0,20170805094710.0,20170805091847.0,20170805091847.0,20170713110723.0,20170713110723.0,20170705163823.0,20170705163823.0
2017080602522596.0,2017080602504185,2017080602521050.0,2017080602510504,2017080602521339.0,2017080602503765,2017080602520826.0,2017080602510151,20170805100556.0,20170805100556.0,20170805094943.0,20170805094718.0,20170805094642.0,20170805094555.0,20170805091742.0,20170805091742.0,20170713110723.0,20170713110723.0,20170705163823.0,20170705163823.0
2017080602421596.0,2017080602374060,2017080602420053.0,2017080602411106,2017080602420339.0,2017080602373640,2017080602415829.0,2017080602410753,20170806032338.0,20170806032338.0,20170806030712.0,20170806030508.0,20170806030434.0,20170806030357.0,20170806023509.0,20170806023509.0,20170713110723.0,20170713110723.0,20170705163823.0,20170705163823.0
2017080602411354.0,2017080602362973,2017080602405814.0,2017080602370232,2017080602410100.0,2017080602362551,2017080602405579.0,2017080602365879,20170806030951.0,20170806030951.0,20170806025458.0,20170806025259.0,20170806025225.0,20170806025132.0,20170806022313.0,20170806022313.0,20170713110723.0,20170713110723.0,20170705163823.0,20170705163823.0
2017072711111473.0,2017072711091598,2017072711105928.0,2017072711094248,2017072711110210.0,2017072711091178,2017072711105704.0,2017072711093893,20170726122912.0,20170726122912.0,20170726121509.0,20170726121254.0,20170726121220.0,20170726121136.0,20170726114041.0,20170726114041.0,20170713110723.0,20170713110723.0,20170705163823.0,20170705163823.0
2017072607284532.0,2017072607265767,2017072607282982.0,2017072607272256,2017072607283267.0,2017072607265345,2017072607282746.0,2017072607271903,20170726074536.0,20170726074536.0,20170726072924.0,20170726072706.0,20170726072633.0,20170726072555.0,20170726065722.0,20170726065722.0,20170713110723.0,20170713110723.0,20170705163823.0,20170705163823.0
