311X29,311X30,311X31,311X32,311X99,311X100,311X187,311X188,261X373,261X374,261X559,261X560,261X745,261X746
20170729184058,20170729184601.0,20170729184001,20170729184513.0,20170729184152,20170729184132,20170729184157,20170729184152,20170729184210,20170729184157,20170729184217,20170729184210,20170729184230,20170729184217
20170804175040,20170804175411.0,20170804174945,20170804175312.0,20170804175141,20170804175121,20170804175146,20170804175141,20170804175159,20170804175146,20170804175206,20170804175159,20170804175219,20170804175206
20170804174943,20170804175317.0,20170804174850,20170804175222.0,20170804175030,20170804175010,20170804175034,20170804175030,20170804175048,20170804175035,20170804175055,20170804175048,20170804175108,20170804175055
20170729192303,20170729192653.0,20170729192206,20170729192600.0,20170729192415,20170729192355,20170729192419,20170729192415,20170729192433,20170729192420,20170729192440,20170729192433,20170729192453,20170729192440
20170804180842,20170804181215.0,20170804180744,20170804181123.0,20170804180952,20170804180932,20170804180956,20170804180952,20170804181010,20170804180957,20170804181017,20170804181010,20170804181030,20170804181017
20170806131933,20170806132306.0,20170806131841,20170806132214.0,20170806132022,20170806132002,20170806132026,20170806132022,20170806132040,20170806132027,20170806132047,20170806132040,20170806132100,20170806132047
20170804180740,20170804181127.0,20170804180649,20170804181033.0,20170804180841,20170804180821,20170804180845,20170804180841,20170804180900,20170804180846,20170804180906,20170804180900,20170804180920,20170804180906
20170806132456,20170806133009.0,20170806132404,20170806132919.0,20170806132548,20170806132528,20170806132552,20170806132548,20170806132606,20170806132553,20170806132613,20170806132606,20170806132626,20170806132613
20170731045401,20170731045814.0,20170731045240,20170731045726.0,20170731045520,20170731045459,20170731045524,20170731045520,20170731045537,20170731045525,20170731045544,20170731045538,20170731045557,20170731045544
20170806132407,20170806132724.0,20170806132310,20170806132625.0,20170806132459,20170806132439,20170806132503,20170806132459,20170806132517,20170806132504,20170806132524,20170806132517,20170806132537,20170806132524
20170806134358,20170806134727.0,20170806134305,20170806134627.0,20170806134501,20170806134441,20170806134506,20170806134501,20170806134519,20170806134506,20170806134526,20170806134519,20170806134539,20170806134526
20170806134307,20170806134633.0,20170806134210,20170806134537.0,20170806134358,20170806134338,20170806134402,20170806134358,20170806134416,20170806134403,20170806134423,20170806134416,20170806134437,20170806134423
20170801210238,20170801210654.0,20170801210116,20170801210604.0,20170801210356,20170801210335,20170801210400,20170801210356,20170801210414,20170801210401,20170801210420,20170801210414,20170801210434,20170801210421
20170801210114,20170801210458.0,20170801210022,20170801210350.0,20170801210214,20170801210153,20170801210218,20170801210214,20170801210232,20170801210219,20170801210238,20170801210232,20170801210252,20170801210238
20170801210628,20170801211031.0,20170801210502,20170801210941.0,20170801210747,20170801210727,20170801210752,20170801210748,20170801210806,20170801210752,20170801210812,20170801210806,20170801210825,20170801210812
20170801212515,20170801212932.0,20170801212355,20170801212844.0,20170801212634,20170801212614,20170801212638,20170801212634,20170801212652,20170801212639,20170801212659,20170801212652,20170801212712,20170801212659
20170801212352,20170801212737.0,20170801212301,20170801212629.0,20170801212453,20170801212433,20170801212458,20170801212454,20170801212512,20170801212459,20170801212518,20170801212512,20170801212532,20170801212518
20170801212907,20170801213313.0,20170801212741,20170801213222.0,20170801213026,20170801213006,20170801213030,20170801213026,20170801213044,20170801213031,20170801213051,20170801213044,20170801213104,20170801213051
20170801214249,20170801214629.0,20170801214152,20170801214530.0,20170801214353,20170801214333,20170801214357,20170801214353,20170801214411,20170801214358,20170801214418,20170801214411,20170801214431,20170801214418
20170801214752,20170801215214.0,20170801214633,20170801215123.0,20170801214912,20170801214852,20170801214917,20170801214913,20170801214931,20170801214917,20170801214937,20170801214931,20170801214951,20170801214937
20170801214631,20170801215017.0,20170801214538,20170801214908.0,20170801214732,20170801214712,20170801214736,20170801214732,20170801214750,20170801214737,20170801214757,20170801214750,20170801214810,20170801214757
20170806140728,20170806141058.0,20170806140633,20170806140958.0,20170806140830,20170806140810,20170806140834,20170806140830,20170806140848,20170806140835,20170806140855,20170806140848,20170806140908,20170806140855
20170806140629,20170806141002.0,20170806140538,20170806140911.0,20170806140719,20170806140659,20170806140723,20170806140719,20170806140737,20170806140724,20170806140744,20170806140737,20170806140757,20170806140744
20170806141155,20170806141703.0,20170806141102,20170806141613.0,20170806141246,20170806141226,20170806141250,20170806141246,20170806141304,20170806141251,20170806141311,20170806141304,20170806141324,20170806141311
20170804172711,20170804173041.0,20170804172621,20170804172940.0,20170804172815,20170804172755,20170804172819,20170804172815,20170804172833,20170804172820,20170804172839,20170804172833,20170804172852,20170804172839
20170804174621,20170804174940.0,20170804174531,20170804174839.0,20170804174710,20170804174650,20170804174714,20170804174710,20170804174728,20170804174715,20170804174735,20170804174728,20170804174749,20170804174735
20170804180410,20170804180945.0,20170804180314,20170804180857.0,20170804180513,20170804180453,20170804180517,20170804180513,20170804180531,20170804180518,20170804180538,20170804180531,20170804180552,20170804180538
20170727192942,20170727193451.0,20170727192849,20170727193402.0,20170727193033,20170727193013,20170727193037,20170727193033,20170727193051,20170727193038,20170727193058,20170727193051,20170727193111,20170727193058
20170727201531,NA,20170727201435,NA,20170727201624,20170727201604,20170727201628,20170727201624,20170727201642,20170727201629,20170727201648,20170727201642,20170727201702,20170727201648
20170730230948,20170730231358.0,20170730230822,20170730231309.0,20170730231106,20170730231046,20170730231110,20170730231106,20170730231124,20170730231111,20170730231130,20170730231124,20170730231143,20170730231130
20170730230826,NA,20170730230729,NA,20170730230926,20170730230906,20170730230930,20170730230926,20170730230944,20170730230931,20170730230950,20170730230944,20170730231003,20170730230950
20170730235459,NA,20170730235343,NA,20170730235619,20170730235559,20170730235623,20170730235619,20170730235637,20170730235624,20170730235644,20170730235637,20170730235656,20170730235644
20170730235337,NA,20170730235241,NA,20170730235438,20170730235418,20170730235442,20170730235438,20170730235456,20170730235443,20170730235503,20170730235456,20170730235516,20170730235503
20170805083133,20170805083502.0,20170805083035,20170805083402.0,20170805083235,20170805083215,20170805083239,20170805083235,20170805083252,20170805083239,20170805083258,20170805083252,20170805083311,20170805083258
20170805083033,20170805083407.0,20170805082940,20170805083315.0,20170805083124,20170805083104,20170805083128,20170805083124,20170805083142,20170805083129,20170805083149,20170805083142,20170805083202,20170805083149
20170805083559,20170805084111.0,20170805083507,20170805084022.0,20170805083649,20170805083629,20170805083653,20170805083649,20170805083707,20170805083654,20170805083714,20170805083707,20170805083727,20170805083714
20170806021219,20170806021645.0,20170806021102,20170806021609.0,20170806021409,20170806021349,20170806021413,20170806021409,20170806021427,20170806021414,20170806021434,20170806021427,20170806021447,20170806021434
20170806021121,20170806021459.0,20170806021030,20170806021425.0,20170806021221,20170806021201,20170806021225,20170806021221,20170806021239,20170806021226,20170806021246,20170806021239,20170806021259,20170806021246
20170727122302,20170727122632.0,20170727122211,20170727122533.0,20170727122407,20170727122347,20170727122411,20170727122407,20170727122425,20170727122412,20170727122432,20170727122425,20170727122445,20170727122432
20170806021554,20170806022021.0,20170806021314,20170806021945.0,20170806021744,20170806021724,20170806021748,20170806021744,20170806021802,20170806021749,20170806021809,20170806021803,20170806021822,20170806021809
20170806023017,20170806023442.0,20170806022733,20170806023410.0,20170806023206,20170806023146,20170806023211,20170806023207,20170806023225,20170806023212,20170806023231,20170806023225,20170806023245,20170806023231
20170727130905,20170727131229.0,20170727130807,20170727131134.0,20170727130956,20170727130936,20170727131001,20170727130957,20170727131015,20170727131001,20170727131021,20170727131015,20170727131034,20170727131021
20170806023354,20170806023818.0,20170806023109,20170806023744.0,20170806023542,20170806023522,20170806023546,20170806023542,20170806023600,20170806023547,20170806023607,20170806023600,20170806023620,20170806023607
20170806023207,20170806023632.0,20170806022924,20170806023558.0,20170806023354,20170806023334,20170806023359,20170806023354,20170806023413,20170806023359,20170806023419,20170806023413,20170806023432,20170806023419
20170806025004,20170806025429.0,20170806024722,20170806025355.0,20170806025152,20170806025132,20170806025156,20170806025152,20170806025210,20170806025157,20170806025217,20170806025210,20170806025230,20170806025217
20170806025525,20170806025951.0,20170806025246,20170806025918.0,20170806025715,20170806025655,20170806025720,20170806025715,20170806025734,20170806025720,20170806025740,20170806025734,20170806025753,20170806025740
20170806025339,20170806025804.0,20170806025059,20170806025731.0,20170806025528,20170806025507,20170806025532,20170806025528,20170806025546,20170806025533,20170806025552,20170806025546,20170806025606,20170806025552
20170730174749,20170730175121.0,20170730174658,20170730175020.0,20170730174852,20170730174832,20170730174856,20170730174852,20170730174910,20170730174857,20170730174917,20170730174910,20170730174930,20170730174917
20170725005554,20170725010022.0,20170725005332,20170725005945.0,20170725005743,20170725005723,20170725005748,20170725005743,20170725005802,20170725005748,20170725005809,20170725005802,20170725005822,20170725005809
20170726043155,20170726043658.0,20170726043057,20170726043610.0,20170726043244,20170726043224,20170726043248,20170726043244,20170726043302,20170726043249,20170726043308,20170726043302,20170726043321,20170726043308
20170730183344,20170730183710.0,20170730183248,20170730183614.0,20170730183434,20170730183414,20170730183439,20170730183434,20170730183452,20170730183439,20170730183459,20170730183453,20170730183512,20170730183459
20170726051725,NA,20170726051633,NA,20170726051816,20170726051756,20170726051820,20170726051816,20170726051834,20170726051821,20170726051841,20170726051834,20170726051854,20170726051841
20170805085420,20170805085744.0,20170805085323,20170805085650.0,20170805085505,20170805085445,20170805085509,20170805085505,20170805085523,20170805085510,20170805085530,20170805085523,20170805085543,20170805085530
20170805085944,20170805090454.0,20170805085846,20170805090404.0,20170805090023,20170805090003,20170805090003,20170805090023,20170805090016,20170805090004,20170805090023,20170805090016,20170805090036,20170805090023
20170805091418,20170805091722.0,20170805091331,20170805091623.0,20170805091510,20170805091450,20170805091515,20170805091511,20170805091529,20170805091516,20170805091536,20170805091529,20170805091549,20170805091536
20170805091823,NA,20170805091727,NA,20170805091925,20170805091905,20170805091929,20170805091925,20170805091943,20170805091930,20170805091950,20170805091943,20170805092003,20170805091950
20170805124019,20170805124335.0,20170805123928,20170805124233.0,20170805124104,20170805124044,20170805124108,20170805124104,20170805124123,20170805124109,20170805124129,20170805124123,20170805124143,20170805124129
20170805124438,20170805125007.0,20170805124340,20170805124917.0,20170805124538,20170805124518,20170805124542,20170805124538,20170805124556,20170805124543,20170805124603,20170805124556,20170805124616,20170805124603
20170805124338,20170805124828.0,20170805124246,20170805124737.0,20170805124425,20170805124405,20170805124429,20170805124425,20170805124443,20170805124430,20170805124450,20170805124443,20170805124503,20170805124450
20170805074140,NA,20170805074044,NA,20170805074232,20170805074212,20170805074236,20170805074232,20170805074250,20170805074237,20170805074257,20170805074250,20170805074310,20170805074257
20170805074042,NA,20170805073949,NA,20170805074133,20170805074113,20170805074137,20170805074133,20170805074151,20170805074138,20170805074158,20170805074152,20170805074211,20170805074158
20170805074459,NA,20170805074403,NA,20170805074603,20170805074542,20170805074607,20170805074603,20170805074621,20170805074608,20170805074627,20170805074621,20170805074640,20170805074627
20170730130420,20170730130930.0,20170730130327,20170730130842.0,20170730130510,20170730130450,20170730130514,20170730130510,20170730130528,20170730130515,20170730130535,20170730130528,20170730130548,20170730130535
20170725011734,20170725012201.0,20170725011451,20170725012128.0,20170725011923,20170725011903,20170725011928,20170725011924,20170725011942,20170725011929,20170725011949,20170725011942,20170725012002,20170725011949
20170725012110,20170725012538.0,20170725011829,20170725012502.0,20170725012300,20170725012240,20170725012305,20170725012300,20170725012319,20170725012305,20170725012326,20170725012319,20170725012339,20170725012326
20170725011924,20170725012352.0,20170725011643,20170725012315.0,20170725012112,20170725012052,20170725012116,20170725012112,20170725012130,20170725012117,20170725012137,20170725012130,20170725012151,20170725012137
20170805114654,20170805115206.0,20170805114601,20170805115118.0,20170805114743,20170805114723,20170805114747,20170805114743,20170805114801,20170805114748,20170805114808,20170805114801,20170805114821,20170805114808
20170805071035,NA,20170805070938,NA,20170805071120,20170805071059,20170805071124,20170805071120,20170805071137,20170805071125,20170805071144,20170805071138,20170805071157,20170805071144
20170805082254,20170805082618.0,20170805082158,20170805082521.0,20170805082346,20170805082326,20170805082350,20170805082346,20170805082404,20170805082351,20170805082411,20170805082404,20170805082424,20170805082411
20170805070935,NA,20170805070843,NA,20170805071021,20170805071001,20170805071026,20170805071021,20170805071040,20170805071026,20170805071046,20170805071040,20170805071100,20170805071046
20170805082813,20170805083320.0,20170805082717,20170805083231.0,20170805082905,20170805082845,20170805082909,20170805082905,20170805082923,20170805082910,20170805082930,20170805082923,20170805082943,20170805082930
20170805072052,NA,20170805071956,NA,20170805072142,20170805072122,20170805072147,20170805072142,20170805072201,20170805072147,20170805072207,20170805072201,20170805072221,20170805072207
20170805082715,NA,20170805082622,NA,20170805082807,20170805082746,20170805082811,20170805082807,20170805082825,20170805082812,20170805082832,20170805082825,20170805082845,20170805082832
20170806013153,20170806013517.0,20170806013057,20170806013421.0,20170806013248,20170806013228,20170806013252,20170806013248,20170806013306,20170806013253,20170806013313,20170806013306,20170806013326,20170806013313
20170806013715,20170806014224.0,20170806013619,20170806014134.0,20170806013803,20170806013743,20170806013807,20170806013803,20170806013821,20170806013808,20170806013827,20170806013821,20170806013840,20170806013827
20170804041549,20170804041932.0,20170804041457,20170804041825.0,20170804041650,20170804041629,20170804041654,20170804041650,20170804041708,20170804041655,20170804041714,20170804041708,20170804041728,20170804041715
20170806013614,20170806013934.0,20170806013523,20170806013832.0,20170806013702,20170806013642,20170806013707,20170806013703,20170806013721,20170806013708,20170806013727,20170806013721,20170806013741,20170806013728
20170804042712,20170804043053.0,20170804042616,20170804042955.0,20170804042815,20170804042755,20170804042819,20170804042815,20170804042833,20170804042820,20170804042840,20170804042833,20170804042853,20170804042840
20170806021558,20170806022105.0,20170806021506,20170806022016.0,20170806021652,20170806021632,20170806021656,20170806021652,20170806021710,20170806021657,20170806021716,20170806021710,20170806021729,20170806021716
20170806021508,20170806021823.0,20170806021412,20170806021726.0,20170806021602,20170806021542,20170806021606,20170806021602,20170806021621,20170806021607,20170806021627,20170806021621,20170806021641,20170806021627
20170806021920,20170806022243.0,20170806021827,20170806022147.0,20170806022023,20170806022003,20170806022027,20170806022023,20170806022041,20170806022028,20170806022048,20170806022041,20170806022101,20170806022048
20170727125055,20170727125604.0,20170727125004,20170727125515.0,20170727125147,20170727125126,20170727125151,20170727125147,20170727125205,20170727125151,20170727125211,20170727125205,20170727125224,20170727125211
20170727125004,20170727125319.0,20170727124907,20170727125227.0,20170727125057,20170727125037,20170727125101,20170727125057,20170727125115,20170727125102,20170727125122,20170727125115,20170727125135,20170727125122
20170727125415,20170727125747.0,20170727125326,20170727125646.0,20170727125521,20170727125501,20170727125525,20170727125521,20170727125539,20170727125526,20170727125546,20170727125539,20170727125559,20170727125546
20170805105904,20170805110218.0,20170805105809,20170805110122.0,20170805105956,20170805105936,20170805110001,20170805105956,20170805110002,20170805110001,20170805110009,20170805110002,20170805110034,20170805110009
20170805110315,20170805110645.0,20170805110223,20170805110543.0,20170805110418,20170805110358,20170805110423,20170805110419,20170805110436,20170805110423,20170805110443,20170805110436,20170805110456,20170805110443
20170727125849,NA,20170727125752,NA,20170727125937,20170727125917,20170727125941,20170727125937,20170727125955,20170727125942,20170727130001,20170727125955,20170727130014,20170727130001
20170805110223,20170805110550.0,20170805110128,20170805110456.0,20170805110315,20170805110255,20170805110319,20170805110315,20170805110334,20170805110320,20170805110340,20170805110334,20170805110354,20170805110340
20170727125747,20170727130106.0,20170727125657,20170727130011.0,20170727125839,20170727125819,20170727125843,20170727125839,20170727125857,20170727125844,20170727125904,20170727125857,20170727125917,20170727125904
20170805112316,NA,20170805112219,NA,20170805112402,20170805112342,20170805112406,20170805112402,20170805112420,20170805112407,20170805112427,20170805112420,20170805112440,20170805112427
20170805112217,20170805112533.0,20170805112122,20170805112434.0,20170805112303,20170805112243,20170805112307,20170805112303,20170805112321,20170805112308,20170805112328,20170805112321,20170805112341,20170805112328
20170805112635,20170805113007.0,20170805112540,20170805112906.0,20170805112732,20170805112712,20170805112736,20170805112732,20170805112750,20170805112737,20170805112757,20170805112750,20170805112809,20170805112757
20170730221923,NA,20170730221833,NA,20170730222028,20170730222008,20170730222032,20170730222028,20170730222046,20170730222033,20170730222053,20170730222046,20170730222106,20170730222053
20170805114603,20170805114920.0,20170805114507,20170805114821.0,20170805114654,20170805114634,20170805114658,20170805114654,20170805114713,20170805114659,20170805114719,20170805114713,20170805114733,20170805114719
20170805115018,20170805115350.0,20170805114927,20170805115248.0,20170805115118,20170805115058,20170805115122,20170805115118,20170805115136,20170805115123,20170805115143,20170805115136,20170805115156,20170805115143
20170730222439,NA,20170730222315,NA,20170730222559,20170730222539,20170730222603,20170730222559,20170730222617,20170730222604,20170730222624,20170730222617,20170730222637,20170730222624
20170730222319,NA,20170730222221,NA,20170730222419,20170730222359,20170730222423,20170730222419,20170730222437,20170730222424,20170730222444,20170730222437,20170730222457,20170730222444
20170730222820,NA,20170730222659,NA,20170730222940,20170730222920,20170730222944,20170730222940,20170730222958,20170730222945,20170730223004,20170730222958,20170730223017,20170730223004
20170730222657,NA,20170730222605,NA,20170730222800,20170730222740,20170730222804,20170730222800,20170730222818,20170730222805,20170730222824,20170730222818,20170730222837,20170730222824
20170806090705,20170806091024.0,20170806090613,20170806090923.0,20170806090755,20170806090735,20170806090759,20170806090755,20170806090813,20170806090800,20170806090820,20170806090813,20170806090833,20170806090820
20170804140207,20170804140532.0,20170804140111,20170804140439.0,20170804140258,20170804140238,20170804140302,20170804140258,20170804140316,20170804140303,20170804140323,20170804140316,20170804140336,20170804140323
20170806091125,20170806091455.0,20170806091028,20170806091354.0,20170806091226,20170806091206,20170806091230,20170806091226,20170806091244,20170806091231,20170806091251,20170806091244,20170806091304,20170806091251
20170731045629,20170731050008.0,20170731045533,20170731045906.0,20170731045729,20170731045709,20170731045733,20170731045729,20170731045747,20170731045734,20170731045754,20170731045747,20170731045807,20170731045754
20170731051638,20170731052047.0,20170731051513,20170731051959.0,20170731051755,20170731051734,20170731051759,20170731051755,20170731051812,20170731051800,20170731051819,20170731051812,20170731051832,20170731051819
20170806091024,20170806091401.0,20170806090934,20170806091306.0,20170806091114,20170806091054,20170806091118,20170806091114,20170806091132,20170806091119,20170806091139,20170806091132,20170806091152,20170806091139
20170807014420,20170807014846.0,20170807014137,20170807014810.0,20170807014609,20170807014549,20170807014613,20170807014609,20170807014627,20170807014614,20170807014633,20170807014627,20170807014647,20170807014634
20170807014229,20170807014657.0,20170807013949,20170807014621.0,20170807014421,20170807014400,20170807014425,20170807014421,20170807014439,20170807014426,20170807014445,20170807014439,20170807014459,20170807014445
20170807020931,20170807021358.0,20170807020650,20170807021322.0,20170807021119,20170807021059,20170807021124,20170807021119,20170807021138,20170807021124,20170807021144,20170807021138,20170807021157,20170807021144
20170807020740,20170807021208.0,20170807020501,20170807021134.0,20170807020932,20170807020912,20170807020936,20170807020932,20170807020950,20170807020937,20170807020957,20170807020950,20170807021010,20170807020957
20170807022747,20170807023118.0,20170807022449,20170807023046.0,20170807022918,20170807022858,20170807022922,20170807022918,20170807022936,20170807022923,20170807022943,20170807022936,20170807022956,20170807022943
20170807022539,20170807022947.0,20170807022257,20170807022912.0,20170807022730,20170807022710,20170807022734,20170807022730,20170807022748,20170807022735,20170807022755,20170807022748,20170807022808,20170807022755
20170729022453,20170729022807.0,20170729022357,20170729022709.0,20170729022545,20170729022525,20170729022549,20170729022545,20170729022603,20170729022550,20170729022609,20170729022603,20170729022623,20170729022610
20170726235145,20170726235517.0,20170726235049,20170726235418.0,20170726235246,20170726235226,20170726235250,20170726235246,20170726235304,20170726235251,20170726235311,20170726235304,20170726235324,20170726235311
20170727003701,20170727004038.0,20170727003609,20170727003946.0,20170727003750,20170727003730,20170727003755,20170727003751,20170727003809,20170727003756,20170727003815,20170727003809,20170727003829,20170727003815
20170725005408,20170725005837.0,20170725005253,20170725005759.0,20170725005555,20170725005535,20170725005559,20170725005555,20170725005613,20170725005600,20170725005620,20170725005613,20170725005634,20170725005620
20170725005744,20170725010212.0,20170725005539,20170725010136.0,20170725005932,20170725005912,20170725005936,20170725005932,20170725005950,20170725005937,20170725010000,20170725005950,20170725010012,20170725010000
20170807005737,20170807010204.0,20170807005624,20170807010128.0,20170807005926,20170807005906,20170807005930,20170807005926,20170807005944,20170807005931,20170807005951,20170807005944,20170807010003,20170807005951
20170807005639,20170807010014.0,20170807005548,20170807005940.0,20170807005738,20170807005718,20170807005743,20170807005739,20170807005757,20170807005744,20170807005803,20170807005757,20170807005816,20170807005803
20170807010113,20170807010540.0,20170807005840,20170807010503.0,20170807010301,20170807010241,20170807010305,20170807010301,20170807010319,20170807010306,20170807010326,20170807010319,20170807010339,20170807010326
20170727145535,20170727150041.0,20170727145442,20170727145951.0,20170727145625,20170727145605,20170727145629,20170727145625,20170727145643,20170727145630,20170727145650,20170727145643,20170727145703,20170727145650
20170727153926,NA,20170727153831,NA,20170727154031,20170727154010,20170727154035,20170727154031,20170727154049,20170727154036,20170727154055,20170727154049,20170727154109,20170727154055
20170805212146,20170805212612.0,20170805212029,20170805212538.0,20170805212337,20170805212317,20170805212341,20170805212337,20170805212355,20170805212342,20170805212401,20170805212355,20170805212415,20170805212402
20170806122942,20170806123259.0,20170806122851,20170806123200.0,20170806123032,20170806123012,20170806123036,20170806123032,20170806123050,20170806123037,20170806123057,20170806123050,20170806123110,20170806123057
20170805212048,20170805212426.0,20170805211957,20170805212352.0,20170805212149,20170805212128,20170805212153,20170805212149,20170805212207,20170805212154,20170805212213,20170805212207,20170805212227,20170805212214
20170806123401,20170806123728.0,20170806123303,20170806123630.0,20170806123502,20170806123441,20170806123506,20170806123502,20170806123519,20170806123507,20170806123526,20170806123520,20170806123539,20170806123526
20170805213424,20170805213847.0,20170805213142,20170805213813.0,20170805213611,20170805213551,20170805213615,20170805213611,20170805213630,20170805213616,20170805213636,20170805213630,20170805213649,20170805213636
20170806123301,20170806123634.0,20170806123209,20170806123542.0,20170806123350,20170806123329,20170806123354,20170806123350,20170806123408,20170806123355,20170806123415,20170806123408,20170806123428,20170806123415
20170805213758,20170805214224.0,20170805213518,20170805214149.0,20170805213947,20170805213927,20170805213951,20170805213947,20170805214005,20170805213952,20170805214012,20170805214005,20170805214025,20170805214012
20170806124829,20170806125201.0,20170806124739,20170806125111.0,20170806124918,20170806124858,20170806124922,20170806124918,20170806124937,20170806124923,20170806124944,20170806124937,20170806124957,20170806124944
20170805220417,20170805220750.0,20170805220115,20170805220716.0,20170805220546,20170805220526,20170805220551,20170805220546,20170805220605,20170805220551,20170805220611,20170805220605,20170805220624,20170805220611
20170806125352,20170806125859.0,20170806125300,20170806125808.0,20170806125443,20170806125423,20170806125447,20170806125443,20170806125501,20170806125448,20170806125508,20170806125501,20170806125521,20170806125508
20170805220209,20170805220613.0,20170805220026,20170805220541.0,20170805220358,20170805220338,20170805220403,20170805220359,20170805220417,20170805220404,20170805220423,20170805220417,20170805220437,20170805220423
20170806125302,20170806125612.0,20170806125205,20170806125518.0,20170806125353,20170806125333,20170806125357,20170806125353,20170806125411,20170806125358,20170806125418,20170806125411,20170806125431,20170806125418
20170806131715,20170806132220.0,20170806131619,20170806132130.0,20170806131804,20170806131744,20170806131808,20170806131804,20170806131822,20170806131809,20170806131829,20170806131822,20170806131842,20170806131829
20170802102206,20170802102601.0,20170802102044,20170802102512.0,20170802102326,20170802102305,20170802102330,20170802102326,20170802102344,20170802102331,20170802102351,20170802102344,20170802102404,20170802102351
20170806131616,20170806131931.0,20170806131524,20170806131834.0,20170806131706,20170806131646,20170806131710,20170806131706,20170806131724,20170806131711,20170806131731,20170806131724,20170806131744,20170806131731
20170806132032,20170806132400.0,20170806131935,20170806132302.0,20170806132134,20170806132113,20170806132138,20170806132134,20170806132151,20170806132138,20170806132158,20170806132152,20170806132211,20170806132158
20170730115417,20170730115921.0,20170730115321,20170730115832.0,20170730115506,20170730115446,20170730115510,20170730115506,20170730115523,20170730115511,20170730115530,20170730115523,20170730115543,20170730115530
20170730123957,NA,20170730123905,NA,20170730124045,20170730124025,20170730124049,20170730124045,20170730124103,20170730124050,20170730124110,20170730124103,20170730124123,20170730124110
20170805220914,20170805221239.0,20170805220819,20170805221144.0,20170805221005,20170805220945,20170805221009,20170805221005,20170805221023,20170805221010,20170805221030,20170805221023,20170805221043,20170805221030
20170805221435,20170805221942.0,20170805221338,20170805221853.0,20170805221523,20170805221503,20170805221527,20170805221523,20170805221541,20170805221528,20170805221548,20170805221541,20170805221601,20170805221548
20170805221335,20170805221653.0,20170805221243,20170805221551.0,20170805221424,20170805221404,20170805221428,20170805221424,20170805221442,20170805221429,20170805221449,20170805221442,20170805221502,20170805221449
20170730113059,20170730113604.0,20170730113007,20170730113516.0,20170730113149,20170730113129,20170730113153,20170730113149,20170730113207,20170730113154,20170730113214,20170730113207,20170730113227,20170730113214
20170730113747,20170730114101.0,20170730113656,20170730114004.0,20170730113836,20170730113816,20170730113840,20170730113836,20170730113854,20170730113841,20170730113901,20170730113854,20170730113914,20170730113901
20170730113747,20170730114101.0,20170730113656,20170730114004.0,20170730113836,20170730113816,20170730113840,20170730113836,20170730113854,20170730113841,20170730113901,20170730113854,20170730113914,20170730113901
20170730114630,NA,20170730114538,NA,20170730114719,20170730114659,20170730114724,20170730114719,20170730114737,20170730114724,20170730114744,20170730114737,20170730114757,20170730114744
20170730114540,20170730114850.0,20170730114443,20170730114755.0,20170730114630,20170730114610,20170730114634,20170730114630,20170730114648,20170730114635,20170730114654,20170730114648,20170730114708,20170730114654
20170730114949,NA,20170730114856,NA,20170730115051,20170730115031,20170730115055,20170730115051,20170730115109,20170730115056,20170730115116,20170730115109,20170730115128,20170730115116
20170730224709,NA,20170730224548,NA,20170730224829,20170730224809,20170730224834,20170730224829,20170730224847,20170730224834,20170730224854,20170730224847,20170730224907,20170730224854
20170730114856,NA,20170730114801,NA,20170730114948,20170730114928,20170730114952,20170730114948,20170730115006,20170730114953,20170730115013,20170730115006,20170730115026,20170730115013
20170730230601,NA,20170730230440,NA,20170730230719,20170730230659,20170730230724,20170730230720,20170730230737,20170730230725,20170730230744,20170730230738,20170730230757,20170730230744
20170727122211,20170727122537.0,20170727122115,20170727122443.0,20170727122305,20170727122245,20170727122309,20170727122305,20170727122323,20170727122310,20170727122330,20170727122323,20170727122343,20170727122330
20170805211945,20170805212301.0,20170805211848,20170805212202.0,20170805212026,20170805212006,20170805212030,20170805212026,20170805212044,20170805212031,20170805212051,20170805212044,20170805212104,20170805212051
20170727122735,20170727123239.0,20170727122639,20170727123149.0,20170727122824,20170727122804,20170727122828,20170727122824,20170727122842,20170727122829,20170727122849,20170727122842,20170727122902,20170727122849
20170805212358,20170805212719.0,20170805212305,20170805212621.0,20170805212501,20170805212440,20170805212505,20170805212501,20170805212519,20170805212506,20170805212525,20170805212519,20170805212538,20170805212525
20170727122634,NA,20170727122544,NA,20170727122726,20170727122705,20170727122730,20170727122726,20170727122744,20170727122731,20170727122751,20170727122744,20170727122804,20170727122751
20170805220557,NA,20170805220501,NA,20170805220648,20170805220628,20170805220652,20170805220648,20170805220706,20170805220653,20170805220713,20170805220706,20170805220726,20170805220713
20170727123050,20170727123419.0,20170727122956,20170727123319.0,20170727123152,20170727123132,20170727123156,20170727123152,20170727123210,20170727123157,20170727123217,20170727123210,20170727123230,20170727123217
20170805221005,20170805221333.0,20170805220914,20170805221233.0,20170805221107,20170805221047,20170805221111,20170805221107,20170805221125,20170805221112,20170805221132,20170805221125,20170805221145,20170805221132
20170727122952,20170727123325.0,20170727122900,20170727123233.0,20170727123042,20170727123022,20170727123046,20170727123042,20170727123100,20170727123047,20170727123107,20170727123100,20170727123120,20170727123107
20170727184015,20170727184521.0,20170727183923,20170727184433.0,20170727184111,20170727184051,20170727184115,20170727184111,20170727184129,20170727184116,20170727184135,20170727184129,20170727184148,20170727184135
