360X691,360X710,360X711,360X1287,360X1291,360X1292,360X1293,400X7,400X9,400X25,400X27,400X60,400X61,400X64,400X65,400X83,400X84,400X168,400X169,400X219,400X220,420X7,420X9,420X25,420X27,420X186
20170807,20170807,20170807,20170807,20170807,20170807,20170807,20170807173649,20170807173626,20170807173723,20170807172859,20170807173503,20170807173449,20170807173506,20170807173503,20170807173626,20170807173537,20170807173449,20170807173437,20170807173537,20170807173506,20170807225228,20170807225254,20170807225339,20170807225205,20160701155232.0
20170805,20170805,20170805,20170805,20170805,20170805,20170805,20170805054906,20170805054842,20170805054923,20170805054538,20170805054749,20170805054735,20170805054752,20170805054749,20170805054842,20170805054819,20170805054735,20170805054723,20170805054819,20170805054752,20170805102604,20170805102629,20170805102756,20170805102540,20160701155232.0
20170805,20170805,20170805,20170805,20170805,20170805,20170805,20170805055022,20170805054958,20170805055039,20170805054618,20170805054905,20170805054851,20170805054908,20170805054905,20170805054958,20170805054935,20170805054851,20170805054839,20170805054935,20170805054908,20170805102756,20170805102822,20170805102910,20170805102733,20160701155232.0
20170805,20170805,20170805,20170805,20170805,20170805,20170805,20170805055138,20170805055114,20170805055155,20170805054659,20170805055021,20170805055007,20170805055024,20170805055021,20170805055114,20170805055051,20170805055007,20170805054955,20170805055051,20170805055024,20170805102910,20170805102935,20170805103119,20170805102847,20160701155232.0
20170805,20170805,20170805,20170805,20170805,20170805,20170805,20170805060452,20170805060429,20170805060526,20170805055836,20170805060335,20170805060321,20170805060339,20170805060335,20170805060429,20170805060405,20170805060321,20170805060310,20170805060405,20170805060339,20170805104629,20170805104655,20170805104820,20170805104606,20160701155232.0
20170805,20170805,20170805,20170805,20170805,20170805,20170805,20170805060608,20170805060545,20170805060637,20170805055952,20170805060451,20170805060437,20170805060455,20170805060451,20170805060545,20170805060521,20170805060437,20170805060425,20170805060521,20170805060455,20170805104820,20170805104845,20170805105430,20170805104757,20160701155232.0
20170805,20170805,20170805,20170805,20170805,20170805,20170805,20170805060724,20170805060701,20170805060756,20170805060108,20170805060607,20170805060553,20170805060611,20170805060607,20170805060701,20170805060637,20170805060553,20170805060541,20170805060637,20170805060611,20170805105430,20170805105456,20170805105636,20170805105407,20160701155232.0
20170805,20170805,20170805,20170805,20170805,20170805,20170805,20170805062401,20170805062337,20170805062640,20170805061338,20170805061812,20170805061758,20170805061816,20170805061812,20170805062337,20170805062303,20170805061758,20170805061747,20170805062303,20170805061816,20170805111123,20170805111148,20170805111310,20170805111059,20160701155232.0
20170805,20170805,20170805,20170805,20170805,20170805,20170805,20170805062717,20170805062654,20170805062751,20170805061449,20170805062349,20170805062335,20170805062353,20170805062349,20170805062654,20170805062428,20170805062335,20170805062323,20170805062428,20170805062353,20170805111311,20170805111336,20170805111506,20170805111247,20160701155232.0
20170805,20170805,20170805,20170805,20170805,20170805,20170805,20170805062832,20170805062809,20170805062926,20170805061614,20170805062514,20170805062501,20170805062518,20170805062514,20170805062809,20170805062745,20170805062501,20170805062449,20170805062745,20170805062518,20170805111507,20170805111532,20170805111622,20170805111443,20160701155232.0
20170807,20170807,20170807,20170807,20170807,20170807,20170807,20170807175821,20170807175757,20170807175901,20170807174433,20170807175623,20170807175609,20170807175627,20170807175623,20170807175757,20170807175653,20170807175609,20170807175557,20170807175653,20170807175627,20170807230634,20170807230700,20170807230757,20170807230611,20160701155232.0
20170807,20170807,20170807,20170807,20170807,20170807,20170807,20170807175938,20170807175915,20170807180018,20170807174639,20170807175739,20170807175725,20170807175743,20170807175739,20170807175915,20170807175848,20170807175725,20170807175713,20170807175848,20170807175743,20170807230757,20170807230823,20170807230912,20170807230734,20160701155232.0
20170807,20170807,20170807,20170807,20170807,20170807,20170807,20170807180055,20170807180031,20170807180213,20170807174723,20170807175934,20170807175920,20170807175938,20170807175934,20170807180031,20170807180006,20170807175920,20170807175908,20170807180006,20170807175938,20170807230913,20170807230938,20170807231032,20170807230849,20160701155232.0
20170806,20170806,20170806,20170806,20170806,20170806,20170806,20170806121206,20170806121143,20170806121248,20170806120416,20170806121029,20170806121015,20170806121033,20170806121029,20170806121143,20170806121119,20170806121015,20170806121003,20170806121119,20170806121033,20170806185018,20170806185042,20170806185129,20170806184954,20160701155232.0
20170806,20170806,20170806,20170806,20170806,20170806,20170806,20170806123418,20170806123354,20170806123455,20170806122357,20170806123204,20170806123150,20170806123207,20170806123204,20170806123354,20170806123310,20170806123150,20170806123138,20170806123310,20170806123207,20170806190618,20170806190644,20170806190805,20170806190555,20160701155232.0
20170806,20170806,20170806,20170806,20170806,20170806,20170806,20170806124821,20170806124758,20170806124903,20170806124036,20170806124636,20170806124622,20170806124640,20170806124636,20170806124758,20170806124734,20170806124622,20170806124611,20170806124734,20170806124640,20170806192235,20170806192301,20170806192348,20170806192212,20160701155232.0
20170801,20170801,20170801,20170801,20170801,20170801,20170801,20170801212616,20170801212552,20170801212634,20170801212004,20170801212459,20170801212445,20170801212502,20170801212459,20170801212552,20170801212529,20170801212445,20170801212433,20170801212529,20170801212502,20170802072024,20170802072049,20170802072333,20170802072000,20160701155232.0
20170801,20170801,20170801,20170801,20170801,20170801,20170801,20170801220321,20170801220258,20170801220339,20170801215706,20170801220204,20170801220150,20170801220207,20170801220204,20170801220258,20170801220234,20170801220150,20170801220138,20170801220234,20170801220207,20170802083655,20170802083721,20170802083915,20170802083632,20160701155232.0
20170801,20170801,20170801,20170801,20170801,20170801,20170801,20170801234023,20170801233959,20170801234042,20170801232921,20170801233452,20170801233438,20170801233456,20170801233452,20170801233959,20170801233522,20170801233438,20170801233426,20170801233522,20170801233456,20170802044436,20170802044501,20170802044633,20170802044412,20160701155232.0
20170801,20170801,20170801,20170801,20170801,20170801,20170801,20170801234138,20170801234114,20170801234339,20170801233036,20170801233608,20170801233554,20170801233612,20170801233608,20170801234114,20170801234050,20170801233554,20170801233542,20170801234050,20170801233612,20170802044633,20170802044659,20170802044929,20170802044610,20160701155232.0
20170801,20170801,20170801,20170801,20170801,20170801,20170801,20170802001242,20170802001219,20170802001302,20170802000627,20170802001125,20170802001111,20170802001129,20170802001125,20170802001219,20170802001155,20170802001111,20170802001059,20170802001155,20170802001129,20170802055714,20170802055739,20170802060007,20170802055650,20160701155232.0
20170801,20170801,20170801,20170801,20170801,20170801,20170801,20170802001358,20170802001335,20170802001419,20170802000744,20170802001241,20170802001227,20170802001245,20170802001241,20170802001335,20170802001311,20170802001227,20170802001215,20170802001311,20170802001245,20170802060007,20170802060032,20170802060206,20170802055945,20160701155232.0
20170807,20170807,20170807,20170807,20170807,20170807,20170807,20170807163127,20170807163104,20170807163218,20170807162344,20170807163008,20170807162955,20170807163012,20170807163008,20170807163104,20170807163038,20170807162955,20170807162943,20170807163038,20170807163012,20170809062842,20170809062908,20170809063006,20170809062819,20160701155232.0
20170807,20170807,20170807,20170807,20170807,20170807,20170807,20170807163255,20170807163231,20170807163738,20170807162454,20170807163124,20170807163111,20170807163128,20170807163124,20170807163231,20170807163155,20170807163111,20170807163059,20170807163155,20170807163128,20170809063006,20170809063031,20170809063118,20170809062943,20160701155232.0
20170807,20170807,20170807,20170807,20170807,20170807,20170807,20170807163815,20170807163751,20170807163926,20170807162616,20170807163241,20170807163227,20170807163245,20170807163241,20170807163751,20170807163322,20170807163227,20170807163215,20170807163322,20170807163245,20170809063118,20170809063144,20170809063242,20170809063055,20160701155232.0
20170807,20170807,20170807,20170807,20170807,20170807,20170807,20170807184614,20170807184550,20170807184657,20170807183817,20170807184433,20170807184419,20170807184437,20170807184433,20170807184550,20170807184526,20170807184419,20170807184407,20170807184526,20170807184437,20170807231032,20170807231058,20170807231146,20170807231009,20160701155232.0
20170807,20170807,20170807,20170807,20170807,20170807,20170807,20170807184734,20170807184710,20170807184816,20170807184002,20170807184613,20170807184559,20170807184616,20170807184613,20170807184710,20170807184643,20170807184559,20170807184547,20170807184643,20170807184616,20170807231146,20170807231211,20170807231307,20170807231122,20160701155232.0
20170731,20170731,20170731,20170731,20170731,20170731,20170731,20170801051243,20170801051220,20170801052714,20170801050916,20170801051126,20170801051112,20170801051130,20170801051126,20170801051220,20170801051156,20170801051112,20170801051100,20170801051156,20170801051130,20170801110939,20170801111004,20170801111106,20170801110915,20160701155232.0
20170807,20170807,20170807,20170807,20170807,20170807,20170807,20170807184921,20170807184858,20170807184938,20170807184113,20170807184804,20170807184750,20170807184807,20170807184804,20170807184858,20170807184834,20170807184750,20170807184738,20170807184834,20170807184807,20170807231307,20170807231333,20170807231419,20170807231244,20160701155232.0
20170807,20170807,20170807,20170807,20170807,20170807,20170807,20170807190727,20170807190704,20170807190753,20170807185450,20170807190408,20170807190354,20170807190411,20170807190408,20170807190704,20170807190511,20170807190354,20170807190342,20170807190511,20170807190411,20170807233039,20170807233104,20170807233212,20170807233015,20160701155232.0
20170731,20170731,20170731,20170731,20170731,20170731,20170731,20170801060724,20170801060701,20170801060923,20170801055337,20170801060347,20170801060333,20170801060351,20170801060347,20170801060701,20170801060637,20170801060333,20170801060321,20170801060637,20170801060351,20170801114249,20170801114314,20170801114355,20170801114226,20160701155232.0
20170807,20170807,20170807,20170807,20170807,20170807,20170807,20170807190842,20170807190819,20170807191005,20170807185532,20170807190557,20170807190544,20170807190601,20170807190557,20170807190819,20170807190755,20170807190544,20170807190532,20170807190755,20170807190601,20170807233212,20170807233237,20170807233334,20170807233149,20160701155232.0
20170807,20170807,20170807,20170807,20170807,20170807,20170807,20170807191042,20170807191019,20170807191124,20170807185657,20170807190841,20170807190827,20170807190845,20170807190841,20170807191019,20170807190911,20170807190827,20170807190815,20170807190911,20170807190845,20170807233334,20170807233400,20170807233448,20170807233311,20160701155232.0
20170807,20170807,20170807,20170807,20170807,20170807,20170807,20170807192528,20170807192505,20170807192556,20170807191717,20170807192411,20170807192357,20170807192414,20170807192411,20170807192505,20170807192441,20170807192357,20170807192345,20170807192441,20170807192414,20170807234635,20170807234701,20170807234749,20170807234612,20160701155232.0
20170807,20170807,20170807,20170807,20170807,20170807,20170807,20170807192644,20170807192621,20170807192714,20170807191836,20170807192527,20170807192513,20170807192530,20170807192527,20170807192621,20170807192557,20170807192513,20170807192501,20170807192557,20170807192530,20170807234749,20170807234814,20170807234854,20170807234725,20160701155232.0
20170807,20170807,20170807,20170807,20170807,20170807,20170807,20170807192800,20170807192737,20170807192901,20170807192022,20170807192643,20170807192629,20170807192646,20170807192643,20170807192737,20170807192713,20170807192629,20170807192617,20170807192713,20170807192646,20170807234854,20170807234919,20170807234958,20170807234830,20160701155232.0
20170801,20170801,20170801,20170801,20170801,20170801,20170801,20170802025229,20170802025206,20170802025247,20170802024901,20170802025112,20170802025058,20170802025115,20170802025112,20170802025206,20170802025142,20170802025058,20170802025046,20170802025142,20170802025115,20170802151207,20170802151233,20170802151329,20170802151144,20160701155232.0
20170728,20170728,20170728,20170728,20170728,20170728,20170728,20170728203414,20170728203351,20170728203505,20170728202637,20170728203257,20170728203243,20170728203301,20170728203257,20170728203351,20170728203327,20170728203243,20170728203231,20170728203327,20170728203301,20170728233131,20170728233157,20170728233244,20170728233108,20160701155232.0
20170728,20170728,20170728,20170728,20170728,20170728,20170728,20170729002811,20170729002748,20170729002831,20170729002444,20170729002654,20170729002640,20170729002658,20170729002654,20170729002748,20170729002724,20170729002640,20170729002628,20170729002724,20170729002658,20170729025047,20170729025112,20170729025201,20170729025023,20160701155232.0
20170801,20170801,20170801,20170801,20170801,20170801,20170801,20170802032448,20170802032424,20170802032506,20170802031833,20170802032330,20170802032317,20170802032334,20170802032330,20170802032424,20170802032401,20170802032317,20170802032305,20170802032401,20170802032334,20170802155108,20170802155133,20170802155319,20170802155044,20160701155232.0
20170728,20170728,20170728,20170728,20170728,20170728,20170728,20170729010101,20170729010038,20170729010129,20170729005512,20170729005944,20170729005930,20170729005947,20170729005944,20170729010038,20170729010014,20170729005930,20170729005918,20170729010014,20170729005947,20170729032915,20170729032940,20170729033033,20170729032851,20160701155232.0
20170807,20170807,20170807,20170807,20170807,20170807,20170807,20170807165627,20170807165604,20170807165701,20170807164753,20170807165439,20170807165426,20170807165443,20170807165439,20170807165604,20170807165514,20170807165426,20170807165414,20170807165514,20170807165443,20170809065103,20170809065128,20170809065230,20170809065039,20160701155232.0
20170807,20170807,20170807,20170807,20170807,20170807,20170807,20170807165742,20170807165719,20170807165822,20170807164908,20170807165600,20170807165546,20170807165604,20170807165600,20170807165719,20170807165655,20170807165546,20170807165534,20170807165655,20170807165604,20170809065231,20170809065256,20170809065347,20170809065207,20160701155232.0
20170807,20170807,20170807,20170807,20170807,20170807,20170807,20170807171426,20170807171402,20170807171534,20170807170223,20170807170903,20170807170849,20170807170906,20170807170903,20170807171402,20170807170934,20170807170849,20170807170837,20170807170934,20170807170906,20170809070439,20170809070505,20170809070558,20170809070416,20160701155232.0
20170807,20170807,20170807,20170807,20170807,20170807,20170807,20170807171611,20170807171547,20170807171824,20170807170410,20170807171020,20170807171006,20170807171023,20170807171020,20170807171547,20170807171453,20170807171006,20170807170954,20170807171453,20170807171023,20170809070558,20170809070624,20170809070713,20170809070535,20160701155232.0
20170807,20170807,20170807,20170807,20170807,20170807,20170807,20170807150451,20170807150428,20170807150543,20170807145634,20170807150317,20170807150303,20170807150321,20170807150317,20170807150428,20170807150404,20170807150303,20170807150251,20170807150404,20170807150321,20170808061111,20170808064319,20170808064359,20170808064231,20160701155232.0
20170807,20170807,20170807,20170807,20170807,20170807,20170807,20170807150620,20170807150557,20170807150709,20170807145754,20170807150450,20170807150437,20170807150454,20170807150450,20170807150557,20170807150520,20170807150437,20170807150424,20170807150520,20170807150454,20170808064359,20170808064424,20170808064503,20170808064335,20160701155232.0
20170807,20170807,20170807,20170807,20170807,20170807,20170807,20170807150746,20170807150723,20170807150822,20170807145917,20170807150606,20170807150552,20170807150610,20170807150606,20170807150723,20170807150648,20170807150552,20170807150540,20170807150648,20170807150610,20170808064503,20170808064528,20170808064616,20170808064439,20160701155232.0
20170806,20170806,20170806,20170806,20170806,20170806,20170806,20170806231023,20170806231000,20170806231057,20170806230225,20170806230835,20170806230822,20170806230839,20170806230835,20170806231000,20170806230909,20170806230822,20170806230810,20170806230909,20170806230839,20170807025936,20170807030000,20170807030102,20170807025913,20160701155232.0
20170806,20170806,20170806,20170806,20170806,20170806,20170806,20170806231138,20170806231115,20170806231220,20170806230345,20170806230955,20170806230942,20170806230959,20170806230955,20170806231115,20170806231051,20170806230942,20170806230930,20170806231051,20170806230959,20170807030102,20170807030127,20170807030241,20170807030039,20160701155232.0
20170806,20170806,20170806,20170806,20170806,20170806,20170806,20170806231257,20170806231234,20170806231356,20170806230520,20170806231137,20170806231123,20170806231141,20170806231137,20170806231234,20170806231207,20170806231123,20170806231111,20170806231207,20170806231141,20170807030241,20170807030306,20170807030431,20170807030218,20160701155232.0
20170801,20170801,20170801,20170801,20170801,20170801,20170801,20170801225956,20170801225933,20170801230123,20170801224938,20170801225437,20170801225423,20170801225441,20170801225437,20170801225933,20170801225909,20170801225423,20170801225411,20170801225909,20170801225441,20170802151100,20170802151125,20170802151207,20170802151037,20160701155232.0
20170728,20170728,20170728,20170728,20170728,20170728,20170728,20170728205225,20170728205202,20170728205252,20170728204603,20170728205108,20170728205054,20170728205111,20170728205108,20170728205202,20170728205138,20170728205054,20170728205042,20170728205138,20170728205111,20170728235420,20170728235445,20170728235550,20170728235357,20160701155232.0
20170728,20170728,20170728,20170728,20170728,20170728,20170728,20170728205341,20170728205318,20170728205424,20170728204715,20170728205224,20170728205210,20170728205227,20170728205224,20170728205318,20170728205254,20170728205210,20170728205158,20170728205254,20170728205227,20170728235550,20170728235615,20170728235710,20170728235527,20160701155232.0
20170728,20170728,20170728,20170728,20170728,20170728,20170728,20170728205501,20170728205437,20170728205551,20170728204909,20170728205340,20170728205326,20170728205343,20170728205340,20170728205437,20170728205410,20170728205326,20170728205314,20170728205410,20170728205343,20170728235710,20170728235736,20170728235838,20170728235647,20160701155232.0
20170806,20170806,20170806,20170806,20170806,20170806,20170806,20170807030449,20170807030425,20170807030526,20170807025618,20170807030306,20170807030253,20170807030310,20170807030306,20170807030425,20170807030355,20170807030253,20170807030241,20170807030355,20170807030310,20170807091423,20170807091448,20170807091552,20170807091359,20160701155232.0
20170806,20170806,20170806,20170806,20170806,20170806,20170806,20170806152847,20170806152824,20170806152923,20170806151654,20170806152650,20170806152636,20170806152653,20170806152650,20170806152824,20170806152720,20170806152636,20170806152624,20170806152720,20170806152653,20170806211456,20170806211521,20170806211645,20170806211433,20160701155232.0
20170806,20170806,20170806,20170806,20170806,20170806,20170806,20170806234936,20170806234913,20170806235022,20170806234140,20170806234814,20170806234800,20170806234817,20170806234814,20170806234913,20170806234843,20170806234800,20170806234748,20170806234843,20170806234817,20170807033616,20170807033642,20170807033807,20170807033553,20160701155232.0
20170806,20170806,20170806,20170806,20170806,20170806,20170806,20170806153002,20170806152939,20170806153023,20170806151739,20170806152806,20170806152752,20170806152809,20170806152806,20170806152939,20170806152915,20170806152752,20170806152740,20170806152915,20170806152809,20170806211645,20170806211711,20170806211805,20170806211622,20160701155232.0
20170806,20170806,20170806,20170806,20170806,20170806,20170806,20170806235059,20170806235035,20170806235139,20170806234253,20170806234930,20170806234916,20170806234933,20170806234930,20170806235035,20170806235004,20170806234916,20170806234904,20170806235004,20170806234933,20170807033807,20170807033832,20170807033926,20170807033744,20160701155232.0
20170806,20170806,20170806,20170806,20170806,20170806,20170806,20170806153907,20170806153844,20170806153943,20170806153147,20170806153729,20170806153715,20170806153732,20170806153729,20170806153844,20170806153801,20170806153715,20170806153703,20170806153801,20170806153732,20170806212611,20170806212637,20170806212759,20170806212548,20160701155232.0
20170806,20170806,20170806,20170806,20170806,20170806,20170806,20170806235216,20170806235153,20170806235258,20170806234413,20170806235050,20170806235036,20170806235054,20170806235050,20170806235153,20170806235126,20170806235036,20170806235024,20170806235126,20170806235054,20170807033926,20170807033951,20170807034048,20170807033902,20160701155232.0
20170807,20170807,20170807,20170807,20170807,20170807,20170807,20170807132800,20170807132736,20170807134012,20170807132432,20170807132643,20170807132629,20170807132646,20170807132643,20170807132736,20170807132713,20170807132629,20170807132617,20170807132713,20170807132646,20170809050822,20170809050847,20170809050945,20170809050759,20160701155232.0
20170807,20170807,20170807,20170807,20170807,20170807,20170807,20170807134049,20170807134026,20170807134110,20170807132515,20170807132758,20170807132745,20170807132802,20170807132758,20170807134026,20170807132829,20170807132745,20170807132733,20170807132829,20170807132802,20170809050945,20170809051010,20170809051103,20170809050922,20160701155232.0
20170805,20170805,20170805,20170805,20170805,20170805,20170805,20170806032023,20170806031959,20170806032058,20170806031002,20170806031800,20170806031746,20170806031803,20170806031800,20170806031959,20170806031908,20170806031746,20170806031734,20170806031908,20170806031803,20170806152137,20170806152202,20170806152326,20170806152114,20160701155232.0
20170807,20170807,20170807,20170807,20170807,20170807,20170807,20170807134204,20170807134141,20170807134247,20170807132558,20170807132915,20170807132901,20170807132918,20170807132915,20170807134141,20170807134117,20170807132901,20170807132849,20170807134117,20170807132918,20170809051103,20170809051128,20170809051226,20170809051040,20160701155232.0
20170805,20170805,20170805,20170805,20170805,20170805,20170805,20170806032849,20170806032825,20170806032921,20170806032050,20170806032701,20170806032647,20170806032704,20170806032701,20170806032825,20170806032735,20170806032647,20170806032635,20170806032735,20170806032704,20170806153132,20170806153157,20170806153244,20170806153109,20160701155232.0
20170807,20170807,20170807,20170807,20170807,20170807,20170807,20170807140831,20170807140807,20170807141337,20170807140055,20170807140709,20170807140655,20170807140713,20170807140709,20170807140807,20170807140739,20170807140655,20170807140643,20170807140739,20170807140713,20170809054129,20170809054155,20170809054253,20170809054106,20160701155232.0
20170807,20170807,20170807,20170807,20170807,20170807,20170807,20170807141414,20170807141350,20170807141503,20170807140211,20170807140825,20170807140811,20170807140829,20170807140825,20170807141350,20170807140858,20170807140811,20170807140759,20170807140858,20170807140829,20170809054253,20170809054319,20170809054407,20170809054230,20160701155232.0
20170807,20170807,20170807,20170807,20170807,20170807,20170807,20170807141540,20170807141516,20170807141814,20170807140329,20170807140945,20170807140931,20170807140948,20170807140945,20170807141516,20170807141441,20170807140931,20170807140919,20170807141441,20170807140948,20170809054407,20170809054433,20170809054531,20170809054344,20160701155232.0
20170731,20170731,20170731,20170731,20170731,20170731,20170731,20170801054553,20170801054529,20170801054642,20170801053737,20170801054415,20170801054401,20170801054418,20170801054415,20170801054529,20170801054505,20170801054401,20170801054349,20170801054505,20170801054418,20170801112901,20170801112926,20170801113013,20170801112838,20160701155232.0
20170731,20170731,20170731,20170731,20170731,20170731,20170731,20170801054719,20170801054656,20170801054823,20170801053944,20170801054552,20170801054538,20170801054555,20170801054552,20170801054656,20170801054621,20170801054538,20170801054526,20170801054621,20170801054555,20170801113014,20170801113039,20170801113133,20170801112950,20160701155232.0
20170731,20170731,20170731,20170731,20170731,20170731,20170731,20170801054900,20170801054837,20170801054934,20170801054055,20170801054707,20170801054654,20170801054711,20170801054707,20170801054837,20170801054747,20170801054654,20170801054642,20170801054747,20170801054711,20170801113133,20170801113158,20170801113246,20170801113110,20160701155232.0
20170806,20170806,20170806,20170806,20170806,20170806,20170806,20170807022550,20170807022526,20170807022649,20170807021738,20170807022431,20170807022417,20170807022435,20170807022431,20170807022526,20170807022501,20170807022417,20170807022405,20170807022501,20170807022435,20170807081628,20170807084034,20170807084113,20170807083945,20160701155232.0
20170806,20170806,20170806,20170806,20170806,20170806,20170806,20170807022726,20170807022702,20170807022806,20170807021902,20170807022547,20170807022533,20170807022551,20170807022547,20170807022702,20170807022617,20170807022533,20170807022521,20170807022617,20170807022551,20170807084113,20170807084138,20170807084218,20170807084049,20160701155232.0
20170731,20170731,20170731,20170731,20170731,20170731,20170731,20170801055133,20170801055109,20170801055232,20170801054353,20170801055014,20170801055000,20170801055018,20170801055014,20170801055109,20170801055044,20170801055000,20170801054948,20170801055044,20170801055018,20170801113406,20170801113432,20170801113519,20170801113343,20160701155232.0
20170806,20170806,20170806,20170806,20170806,20170806,20170806,20170807022843,20170807022820,20170807022926,20170807022017,20170807022703,20170807022650,20170807022707,20170807022703,20170807022820,20170807022753,20170807022650,20170807022638,20170807022753,20170807022707,20170807084218,20170807084242,20170807084329,20170807084154,20160701155232.0
20170731,20170731,20170731,20170731,20170731,20170731,20170731,20170801055309,20170801055246,20170801055345,20170801054506,20170801055130,20170801055116,20170801055134,20170801055130,20170801055246,20170801055200,20170801055116,20170801055104,20170801055200,20170801055134,20170801113519,20170801113544,20170801113639,20170801113455,20160701155232.0
20170806,20170806,20170806,20170806,20170806,20170806,20170806,20170807024124,20170807024101,20170807024633,20170807023335,20170807023942,20170807023929,20170807023946,20170807023942,20170807024101,20170807024037,20170807023929,20170807023917,20170807024037,20170807023946,20170807085537,20170807085603,20170807085649,20170807085514,20160701155232.0
20170806,20170806,20170806,20170806,20170806,20170806,20170806,20170807024711,20170807024647,20170807024749,20170807023509,20170807024133,20170807024119,20170807024137,20170807024133,20170807024647,20170807024203,20170807024119,20170807024107,20170807024203,20170807024137,20170807085649,20170807085714,20170807085811,20170807085625,20160701155232.0
20170806,20170806,20170806,20170806,20170806,20170806,20170806,20170807024827,20170807024803,20170807025033,20170807023625,20170807024249,20170807024235,20170807024253,20170807024249,20170807024803,20170807024738,20170807024235,20170807024223,20170807024738,20170807024253,20170807085811,20170807085837,20170807085953,20170807085748,20160701155232.0
20170801,20170801,20170801,20170801,20170801,20170801,20170801,20170801164756,20170801164733,20170801164848,20170801164007,20170801164635,20170801164621,20170801164638,20170801164635,20170801164733,20170801164705,20170801164621,20170801164609,20170801164705,20170801164638,20170802123648,20170802123713,20170802123801,20170802123625,20160701155232.0
20170806,20170806,20170806,20170806,20170806,20170806,20170806,20170807030604,20170807030540,20170807030658,20170807025824,20170807030441,20170807030427,20170807030444,20170807030441,20170807030540,20170807030517,20170807030427,20170807030415,20170807030517,20170807030444,20170807091553,20170807091618,20170807091745,20170807091529,20160701155232.0
20170806,20170806,20170806,20170806,20170806,20170806,20170806,20170807030735,20170807030711,20170807030831,20170807025952,20170807030603,20170807030549,20170807030606,20170807030603,20170807030711,20170807030633,20170807030549,20170807030537,20170807030633,20170807030606,20170807091745,20170807091810,20170807091917,20170807091722,20160701155232.0
20170801,20170801,20170801,20170801,20170801,20170801,20170801,20170801164925,20170801164901,20170801165002,20170801164121,20170801164751,20170801164737,20170801164754,20170801164751,20170801164901,20170801164824,20170801164737,20170801164725,20170801164824,20170801164754,20170802123801,20170802123827,20170802123922,20170802123738,20160701155232.0
20170801,20170801,20170801,20170801,20170801,20170801,20170801,20170801165040,20170801165016,20170801165551,20170801164242,20170801164910,20170801164856,20170801164913,20170801164910,20170801165016,20170801164952,20170801164856,20170801164844,20170801164952,20170801164913,20170802123922,20170802123947,20170802124033,20170802123859,20160701155232.0
20170801,20170801,20170801,20170801,20170801,20170801,20170801,20170801165628,20170801165604,20170801165702,20170801164418,20170801165038,20170801165025,20170801165042,20170801165038,20170801165604,20170801165108,20170801165025,20170801165013,20170801165108,20170801165042,20170802124033,20170802124059,20170802124156,20170802124010,20160701155232.0
20170801,20170801,20170801,20170801,20170801,20170801,20170801,20170801165743,20170801165719,20170801165943,20170801164628,20170801165154,20170801165141,20170801165158,20170801165154,20170801165719,20170801165655,20170801165141,20170801165129,20170801165655,20170801165158,20170802124156,20170802124221,20170802124309,20170802124133,20160701155232.0
20170808,20170808,20170808,20170808,20170808,20170808,20170808,20170808140413,20170808140350,20170808140452,20170808135813,20170808140244,20170808140230,20170808140248,20170808140244,20170808140350,20170808140326,20170808140230,20170808140218,20170808140326,20170808140248,20170809104227,20170809104252,20170809104343,20170809104204,20160701155232.0
20170806,20170806,20170806,20170806,20170806,20170806,20170806,20170806130217,20170806130153,20170806130342,20170806124855,20170806125933,20170806125919,20170806125936,20170806125933,20170806130153,20170806130129,20170806125919,20170806125907,20170806130129,20170806125936,20170807213917,20170807213942,20170807214022,20170807213853,20160701155232.0
20170808,20170808,20170808,20170808,20170808,20170808,20170808,20170808140530,20170808140506,20170808140634,20170808135928,20170808140412,20170808140358,20170808140416,20170808140412,20170808140506,20170808140442,20170808140358,20170808140346,20170808140442,20170808140416,20170809104343,20170809104408,20170809104506,20170809104319,20160701155232.0
20170802,20170802,20170802,20170802,20170802,20170802,20170802,20170802193028,20170802193004,20170802193113,20170802192418,20170802192851,20170802192837,20170802192854,20170802192851,20170802193004,20170802192940,20170802192837,20170802192825,20170802192940,20170802192854,20170802230932,20170802230958,20170802231037,20170802230909,20160701155232.0
20170802,20170802,20170802,20170802,20170802,20170802,20170802,20170802194300,20170802194236,20170802194358,20170802193625,20170802194128,20170802194114,20170802194131,20170802194128,20170802194236,20170802194158,20170802194114,20170802194102,20170802194158,20170802194131,20170802232029,20170802232054,20170802232140,20170802232005,20160701155232.0
20170808,20170808,20170808,20170808,20170808,20170808,20170808,20170808140711,20170808140647,20170808140753,20170808140044,20170808140528,20170808140514,20170808140532,20170808140528,20170808140647,20170808140558,20170808140514,20170808140502,20170808140558,20170808140532,20170809104506,20170809104531,20170809104618,20170809104442,20160701155232.0
20170810,20170810,20170810,20170810,20170810,20170810,20170810,20170810085554,20170810085531,20170810085612,20170810085226,20170810085437,20170810085423,20170810085441,20170810085437,20170810085531,20170810085507,20170810085423,20170810085411,20170810085507,20170810085441,20170810101228,20170810104105,20170810104144,20170810104016,20160701155232.0
20170810,20170810,20170810,20170810,20170810,20170810,20170810,20170810085710,20170810085647,20170810085728,20170810085310,20170810085553,20170810085539,20170810085556,20170810085553,20170810085647,20170810085623,20170810085539,20170810085527,20170810085623,20170810085556,20170810104144,20170810104209,20170810104248,20170810104120,20160701155232.0
