300X2,300X3,300X4,300X6,300X7,300X9,300X10,300X13,300X14,300X20
20170804172352.0,20170804172320.0,20170804172426.0,20170804172320.0,20170804172248.0,20170804172159.0,20170804172139.0,20170804172248.0,20170804172159.0,20170804171641.0
NA,20170804174022.0,20170804174108.0,20170804174022.0,20170804173925.0,20170804173836.0,20170804173817.0,20170804173925.0,20170804173836.0,20170804173157.0
20170804180017.0,20170804175945.0,20170804175918.0,20170804175945.0,20170804175913.0,20170804175824.0,20170804175804.0,20170804175913.0,20170804175824.0,20170804175127.0
20170727192542.0,20170727192511.0,20170727192614.0,20170727192511.0,NA,20170727192349.0,NA,20170727192438.0,20170727192349.0,20170727191654.0
20170727200956.0,20170727200925.0,20170727201011.0,20170727200925.0,20170727200836.0,20170727200747.0,20170727200727.0,20170727200836.0,20170727200747.0,20170727200107.0
20170730230600.0,20170730230528.0,20170730230631.0,20170730230528.0,20170730230456.0,20170730230407.0,20170730230347.0,20170730230456.0,20170730230407.0,20170730225655.0
20170730230335.0,20170730230304.0,20170730230350.0,20170730230304.0,20170730230228.0,20170730230139.0,20170730230119.0,20170730230228.0,20170730230139.0,20170730225500.0
20170730235108.0,20170730235037.0,NA,20170730235037.0,20170730235004.0,20170730234915.0,20170730234856.0,20170730235004.0,20170730234915.0,20170730234201.0
20170730234844.0,20170730234812.0,20170730234858.0,20170730234812.0,20170730234735.0,20170730234646.0,20170730234626.0,20170730234735.0,20170730234646.0,20170730234005.0
20170805082750.0,20170805082718.0,NA,20170805082718.0,20170805082646.0,20170805082557.0,20170805082538.0,20170805082646.0,20170805082557.0,20170805081829.0
20170805082525.0,20170805082454.0,20170805082540.0,20170805082454.0,20170805082416.0,20170805082327.0,20170805082308.0,20170805082416.0,20170805082327.0,20170805081633.0
20170805083145.0,20170805083114.0,20170805083219.0,20170805083114.0,20170805083041.0,NA,20170805082932.0,20170805083041.0,NA,20170805082231.0
20170806020851.0,20170806020819.0,20170806020910.0,20170806020819.0,20170806020747.0,20170806020658.0,20170806020638.0,20170806020747.0,20170806020658.0,20170806020325.0
20170806020732.0,20170806020700.0,20170806020746.0,20170806020700.0,20170806020628.0,20170806020539.0,20170806020519.0,20170806020628.0,20170806020539.0,20170806020253.0
20170727121929.0,20170727121858.0,20170727122017.0,20170727121858.0,20170727121825.0,20170727121736.0,20170727121717.0,20170727121825.0,20170727121736.0,20170727121014.0
20170806021129.0,20170806021057.0,20170806021147.0,20170806021057.0,20170806021025.0,20170806020936.0,20170806020916.0,20170806021025.0,20170806020936.0,20170806020521.0
20170806022042.0,20170806022010.0,20170806022057.0,20170806022010.0,20170806021938.0,20170806021849.0,20170806021829.0,20170806021938.0,20170806021849.0,20170806021538.0
20170727130354.0,20170727130323.0,20170727130409.0,20170727130323.0,20170727130246.0,20170727130157.0,20170727130137.0,20170727130246.0,20170727130157.0,20170727125506.0
20170806022439.0,20170806022407.0,20170806022456.0,20170806022407.0,20170806022335.0,20170806022246.0,20170806022226.0,20170806022335.0,20170806022246.0,20170806021850.0
20170806022320.0,20170806022248.0,20170806022334.0,20170806022248.0,20170806022216.0,20170806022127.0,20170806022107.0,20170806022216.0,20170806022127.0,20170806021818.0
20170806023630.0,20170806023558.0,20170806023644.0,20170806023558.0,20170806023526.0,20170806023437.0,20170806023417.0,20170806023526.0,20170806023437.0,20170806023129.0
20170806024105.0,20170806024033.0,20170806024230.0,20170806024033.0,20170806024001.0,20170806023911.0,20170806023814.0,20170806024001.0,20170806023911.0,20170806023441.0
20170806023946.0,20170806023914.0,20170806024000.0,20170806023914.0,20170806023804.0,20170806023715.0,20170806023655.0,20170806023804.0,20170806023715.0,20170806023409.0
20170730174410.0,20170730174339.0,NA,20170730174339.0,20170730174307.0,20170730174218.0,20170730174158.0,20170730174307.0,20170730174218.0,20170730173454.0
20170725005130.0,20170725005058.0,20170725005149.0,20170725005058.0,20170725005026.0,20170725004937.0,20170725004917.0,20170725005026.0,20170725004937.0,20170725004618.0
20170726042753.0,20170726042722.0,20170726042826.0,20170726042722.0,20170726042650.0,20170726042600.0,20170726042541.0,20170726042650.0,20170726042600.0,20170726041834.0
20170730182835.0,20170730182804.0,NA,20170730182804.0,20170730182728.0,20170730182639.0,20170730182620.0,20170730182728.0,20170730182639.0,20170730181953.0
NA,20170726051130.0,20170726051111.0,20170726051130.0,20170726051037.0,20170726050949.0,20170726050929.0,20170726051037.0,20170726050949.0,20170726050310.0
20170805084841.0,20170805084810.0,NA,20170805084810.0,20170805084734.0,20170805084645.0,20170805084625.0,20170805084734.0,20170805084645.0,20170805083953.0
20170805085510.0,20170805085439.0,NA,20170805085439.0,20170805085406.0,20170805085317.0,20170805085258.0,20170805085406.0,20170805085317.0,20170805084549.0
20170805090819.0,20170805090748.0,NA,20170805090748.0,20170805090654.0,20170805090605.0,20170805090545.0,20170805090654.0,20170805090605.0,20170805085926.0
20170805091430.0,NA,NA,NA,20170805091326.0,20170805091237.0,20170805091217.0,20170805091326.0,20170805091237.0,20170805090509.0
20170805123437.0,20170805123406.0,20170805123452.0,20170805123406.0,20170805123313.0,20170805123224.0,20170805123204.0,20170805123313.0,20170805123224.0,20170805122545.0
20170805124048.0,20170805124016.0,20170805123838.0,20170805124016.0,20170805123944.0,20170805123855.0,20170805123836.0,20170805123944.0,20170805123855.0,20170805123128.0
20170805123823.0,20170805123752.0,NA,20170805123752.0,20170805123717.0,20170805123628.0,20170805123608.0,20170805123717.0,20170805123628.0,20170805122932.0
20170805073724.0,20170805073653.0,20170805073515.0,20170805073653.0,20170805073621.0,20170805073532.0,20170805073512.0,20170805073621.0,20170805073532.0,20170805072802.0
20170805073500.0,20170805073429.0,20170805073410.0,20170805073429.0,20170805073337.0,20170805073247.0,20170805073228.0,20170805073337.0,20170805073247.0,20170805072607.0
20170805074111.0,20170805074040.0,20170805073902.0,20170805074040.0,20170805074008.0,20170805073919.0,NA,20170805074008.0,20170805073919.0,20170805073151.0
20170730130017.0,20170730125945.0,NA,20170730125945.0,20170730125913.0,20170730125824.0,20170730125804.0,20170730125913.0,20170730125824.0,20170730125101.0
20170725010559.0,20170725010527.0,20170725010614.0,20170725010527.0,20170725010455.0,20170725010406.0,20170725010346.0,20170725010455.0,20170725010406.0,20170725010100.0
20170725010956.0,20170725010924.0,20170725011014.0,20170725010924.0,20170725010852.0,20170725010803.0,20170725010743.0,20170725010852.0,20170725010803.0,20170725010408.0
20170725010837.0,20170725010805.0,20170725010852.0,20170725010805.0,20170725010733.0,20170725010644.0,20170725010624.0,20170725010733.0,20170725010644.0,20170725010336.0
20170805114222.0,20170805114150.0,NA,20170805114150.0,20170805114118.0,20170805114029.0,20170805114009.0,20170805114118.0,20170805114029.0,20170805113307.0
20170805070621.0,20170805070549.0,20170805070411.0,20170805070549.0,20170805070517.0,20170805070428.0,20170805070408.0,20170805070517.0,20170805070428.0,20170805065702.0
NA,20170805081703.0,20170805081749.0,20170805081703.0,20170805081627.0,NA,20170805081518.0,20170805081627.0,NA,20170805080850.0
20170805070356.0,20170805070324.0,20170805070306.0,20170805070324.0,20170805070234.0,20170805070145.0,20170805070125.0,20170805070234.0,20170805070145.0,20170805065506.0
20170805082401.0,20170805082330.0,20170805082435.0,20170805082330.0,20170805082258.0,20170805082208.0,20170805082149.0,20170805082258.0,20170805082208.0,20170805081441.0
20170805071524.0,20170805071452.0,20170805071539.0,20170805071452.0,20170805071416.0,20170805071327.0,20170805071307.0,20170805071416.0,20170805071327.0,20170805070642.0
20170805082137.0,NA,20170805082047.0,20170805082105.0,20170805082014.0,20170805081925.0,20170805081905.0,20170805082014.0,20170805081925.0,20170805081245.0
20170806012634.0,20170806012603.0,20170806012649.0,20170806012603.0,20170806012529.0,20170806012440.0,20170806012420.0,20170806012529.0,20170806012440.0,20170806011753.0
20170806013303.0,20170806013231.0,NA,20170806013231.0,20170806013159.0,20170806013110.0,20170806013051.0,20170806013159.0,20170806013110.0,20170806012344.0
20170804041100.0,20170804041028.0,20170804041115.0,20170804041028.0,NA,20170804040902.0,20170804040842.0,NA,20170804040902.0,20170804040220.0
20170806013038.0,20170806013007.0,20170806013053.0,20170806013007.0,NA,20170806012825.0,20170806012806.0,20170806012914.0,20170806012825.0,20170806012147.0
20170804042219.0,20170804042147.0,20170804042234.0,20170804042147.0,20170804042112.0,20170804042023.0,20170804042003.0,20170804042112.0,20170804042023.0,20170804041346.0
20170806021151.0,20170806021120.0,20170806021225.0,20170806021120.0,20170806021048.0,20170806020959.0,20170806020939.0,20170806021048.0,20170806020959.0,20170806020238.0
20170806020927.0,20170806020856.0,NA,20170806020856.0,NA,20170806020721.0,20170806020701.0,NA,20170806020721.0,20170806020042.0
20170806021539.0,20170806021508.0,NA,20170806021508.0,20170806021436.0,20170806021347.0,20170806021327.0,20170806021436.0,20170806021347.0,20170806020625.0
NA,NA,20170727124725.0,NA,20170727124549.0,20170727124459.0,20170727124440.0,20170727124549.0,20170727124459.0,20170727123736.0
20170727124428.0,20170727124356.0,20170727124442.0,20170727124356.0,NA,20170727124219.0,20170727124200.0,NA,20170727124219.0,20170727123540.0
20170727125040.0,20170727125009.0,NA,20170727125009.0,20170727124936.0,20170727124847.0,20170727124828.0,20170727124936.0,20170727124847.0,20170727124123.0
20170805105317.0,20170805105245.0,20170805105227.0,20170805105245.0,20170805105157.0,20170805105108.0,20170805105049.0,20170805105157.0,20170805105108.0,20170805104429.0
20170805105929.0,20170805105858.0,20170805105719.0,20170805105858.0,20170805105825.0,20170805105736.0,20170805105717.0,20170805105825.0,20170805105736.0,20170805105012.0
20170727125444.0,20170727125413.0,NA,20170727125413.0,20170727125341.0,20170727125252.0,20170727125232.0,20170727125341.0,20170727125252.0,NA
20170805105705.0,20170805105633.0,20170805105615.0,20170805105633.0,20170805105556.0,20170805105507.0,20170805105448.0,20170805105556.0,20170805105507.0,20170805104816.0
20170727125220.0,20170727125148.0,NA,20170727125148.0,20170727125055.0,20170727125006.0,20170727124947.0,20170727125055.0,20170727125006.0,20170727124326.0
NA,20170805111833.0,20170805111935.0,20170805111833.0,20170805111801.0,20170805111712.0,20170805111652.0,20170805111801.0,20170805111712.0,20170805110944.0
20170805111640.0,20170805111609.0,20170805111655.0,20170805111609.0,20170805111514.0,20170805111425.0,20170805111406.0,20170805111514.0,20170805111425.0,20170805110748.0
20170805112250.0,20170805112219.0,20170805112040.0,20170805112219.0,20170805112146.0,20170805112058.0,20170805112038.0,20170805112146.0,20170805112058.0,20170805111329.0
20170730221437.0,20170730221406.0,20170730221452.0,20170730221406.0,20170730221329.0,20170730221240.0,20170730221220.0,20170730221329.0,20170730221240.0,20170730220600.0
20170805113957.0,20170805113926.0,NA,20170805113926.0,NA,20170805113750.0,20170805113731.0,NA,20170805113750.0,NA
NA,20170805114536.0,20170805114658.0,20170805114536.0,20170805114504.0,20170805114414.0,20170805114355.0,20170805114504.0,20170805114414.0,20170805113654.0
20170730222048.0,20170730222016.0,NA,20170730222016.0,20170730221944.0,20170730221855.0,20170730221836.0,20170730221944.0,20170730221855.0,20170730221144.0
20170730221824.0,20170730221752.0,20170730221838.0,20170730221752.0,20170730221717.0,20170730221628.0,20170730221608.0,20170730221717.0,20170730221628.0,20170730220948.0
20170730222436.0,20170730222405.0,NA,20170730222405.0,20170730222333.0,20170730222243.0,20170730222224.0,20170730222333.0,20170730222243.0,20170730221531.0
20170730222212.0,20170730222141.0,20170730222227.0,20170730222141.0,20170730222104.0,20170730222014.0,20170730221955.0,20170730222104.0,20170730222014.0,20170730221336.0
20170806090138.0,20170806090107.0,20170806090048.0,20170806090107.0,20170806090009.0,20170806085920.0,20170806085901.0,20170806090009.0,20170806085920.0,20170806085242.0
20170804135714.0,20170804135642.0,20170804135729.0,20170804135642.0,20170804135605.0,20170804135516.0,20170804135456.0,20170804135605.0,20170804135516.0,20170804135154.0
20170806090749.0,20170806090718.0,NA,20170806090718.0,20170806090646.0,20170806090557.0,NA,20170806090646.0,20170806090557.0,20170806085824.0
20170731045135.0,20170731045103.0,20170731045149.0,20170731045103.0,20170731045026.0,20170731044937.0,20170731044917.0,20170731045026.0,20170731044937.0,20170731044257.0
20170731051248.0,20170731051216.0,20170731051319.0,20170731051216.0,20170731051144.0,20170731051055.0,20170731051035.0,20170731051144.0,20170731051055.0,20170731050348.0
20170806090525.0,20170806090454.0,20170806090540.0,20170806090454.0,20170806090418.0,20170806090329.0,20170806090309.0,20170806090418.0,20170806090329.0,20170806085628.0
20170807013119.0,20170807013048.0,20170807013137.0,20170807013048.0,20170807013015.0,20170807012926.0,20170807012907.0,20170807013015.0,20170807012926.0,20170807012608.0
20170807013001.0,20170807012929.0,20170807013015.0,20170807012929.0,20170807012857.0,20170807012807.0,20170807012748.0,20170807012857.0,20170807012807.0,20170807012536.0
20170807015510.0,20170807015439.0,20170807015638.0,20170807015439.0,20170807015407.0,20170807015317.0,20170807015230.0,20170807015407.0,20170807015317.0,20170807014831.0
20170807015351.0,20170807015320.0,20170807015406.0,20170807015320.0,20170807015220.0,20170807015130.0,20170807015111.0,20170807015220.0,20170807015130.0,20170807014759.0
20170807021310.0,20170807021238.0,20170807021437.0,20170807021238.0,20170807021206.0,20170807021117.0,20170807021025.0,20170807021206.0,20170807021117.0,20170807020632.0
20170807021151.0,20170807021120.0,20170807021206.0,20170807021120.0,20170807021015.0,20170807020926.0,20170807020906.0,20170807021015.0,20170807020926.0,20170807020600.0
20170729021916.0,NA,NA,NA,20170729021801.0,20170729021712.0,20170729021652.0,20170729021801.0,20170729021712.0,20170729021032.0
20170726234748.0,20170726234717.0,20170726234539.0,20170726234717.0,20170726234645.0,20170726234556.0,20170726234536.0,20170726234645.0,20170726234556.0,20170726233824.0
20170727003206.0,20170727003134.0,20170727003220.0,20170727003134.0,20170727003058.0,20170727003009.0,20170727002949.0,20170727003058.0,20170727003009.0,20170727002315.0
20170725005011.0,20170725004939.0,20170725005026.0,20170725004939.0,20170725004907.0,20170725004818.0,20170725004758.0,20170725004907.0,20170725004818.0,20170725004546.0
20170725005249.0,20170725005218.0,20170725005304.0,20170725005218.0,20170725005145.0,20170725005056.0,20170725005036.0,20170725005145.0,20170725005056.0,20170725004740.0
20170807005416.0,20170807005344.0,20170807005434.0,20170807005344.0,20170807005312.0,20170807005222.0,20170807005203.0,20170807005312.0,20170807005222.0,20170807004850.0
20170807005256.0,20170807005225.0,20170807005311.0,20170807005225.0,20170807005153.0,20170807005103.0,20170807005044.0,20170807005153.0,20170807005103.0,20170807004818.0
20170807005653.0,20170807005622.0,20170807005712.0,20170807005622.0,20170807005549.0,20170807005500.0,20170807005441.0,20170807005549.0,20170807005500.0,20170807005046.0
20170727145131.0,20170727145059.0,20170727145202.0,20170727145059.0,NA,20170727144938.0,20170727144918.0,20170727145027.0,20170727144938.0,20170727144220.0
20170727153450.0,20170727153419.0,20170727153505.0,20170727153419.0,20170727153320.0,20170727153231.0,20170727153211.0,20170727153320.0,20170727153231.0,20170727152655.0
20170805211723.0,20170805211652.0,20170805211742.0,20170805211652.0,20170805211619.0,20170805211530.0,20170805211510.0,20170805211619.0,20170805211530.0,20170805211156.0
20170806122414.0,NA,20170806122324.0,NA,20170806122249.0,20170806122201.0,20170806122141.0,20170806122249.0,20170806122201.0,20170806121521.0
20170805211604.0,20170805211532.0,20170805211619.0,20170805211532.0,20170805211500.0,20170805211411.0,20170805211351.0,20170805211500.0,20170805211411.0,20170805211124.0
20170806123025.0,20170806122953.0,20170806123109.0,20170806122953.0,20170806122921.0,20170806122832.0,20170806122813.0,20170806122921.0,20170806122832.0,20170806122104.0
20170805212636.0,20170805212604.0,20170805212651.0,20170805212604.0,20170805212532.0,20170805212443.0,20170805212423.0,20170805212532.0,20170805212443.0,20170805212133.0
20170806122801.0,20170806122729.0,20170806122815.0,20170806122729.0,20170806122654.0,20170806122605.0,20170806122545.0,20170806122654.0,20170806122605.0,20170806121908.0
20170805213033.0,20170805213001.0,20170805213052.0,20170805213001.0,20170805212929.0,20170805212840.0,20170805212820.0,20170805212929.0,20170805212840.0,20170805212443.0
20170806124335.0,20170806124304.0,20170806124245.0,20170806124304.0,20170806124228.0,20170806124139.0,20170806124119.0,20170806124228.0,20170806124139.0,20170806123443.0
20170805214935.0,20170805214903.0,20170805215102.0,20170805214903.0,20170805214831.0,20170805214742.0,20170805214646.0,20170805214831.0,20170805214742.0,20170805214309.0
20170806124954.0,20170806124922.0,20170806124744.0,20170806124922.0,20170806124850.0,20170806124801.0,20170806124741.0,20170806124850.0,20170806124801.0,20170806124043.0
20170805214816.0,20170805214745.0,20170805214831.0,20170805214745.0,20170805214636.0,20170805214547.0,20170805214527.0,20170805214636.0,20170805214547.0,20170805214237.0
20170806124729.0,20170806124658.0,20170806124639.0,20170806124658.0,20170806124615.0,20170806124526.0,20170806124506.0,20170806124615.0,20170806124526.0,20170806123847.0
20170806131314.0,20170806131243.0,NA,20170806131243.0,20170806131211.0,20170806131122.0,NA,20170806131211.0,20170806131122.0,20170806130352.0
20170802101758.0,20170802101727.0,NA,20170802101727.0,20170802101654.0,20170802101605.0,20170802101546.0,20170802101654.0,20170802101605.0,20170802101247.0
20170806131050.0,20170806131018.0,20170806131105.0,20170806131018.0,20170806130925.0,20170806130836.0,20170806130816.0,20170806130925.0,20170806130836.0,20170806130156.0
20170806131702.0,20170806131630.0,20170806131742.0,20170806131630.0,20170806131558.0,20170806131509.0,20170806131450.0,20170806131558.0,20170806131509.0,20170806130740.0
20170730115016.0,20170730114944.0,NA,20170730114944.0,20170730114912.0,20170730114823.0,20170730114803.0,20170730114912.0,20170730114823.0,20170730114057.0
20170730123429.0,20170730123358.0,20170730123444.0,20170730123358.0,20170730123307.0,20170730123218.0,20170730123158.0,20170730123307.0,20170730123218.0,20170730122539.0
20170805220408.0,20170805220337.0,20170805220423.0,20170805220337.0,NA,20170805220212.0,20170805220152.0,20170805220301.0,20170805220212.0,20170805215525.0
20170805221035.0,20170805221004.0,20170805221108.0,20170805221004.0,20170805220931.0,20170805220842.0,20170805220823.0,20170805220931.0,20170805220842.0,20170805220115.0
20170805220811.0,NA,20170805220825.0,NA,20170805220648.0,20170805220559.0,20170805220539.0,20170805220648.0,20170805220559.0,20170805215919.0
20170730112658.0,20170730112627.0,NA,20170730112627.0,20170730112555.0,20170730112506.0,20170730112446.0,20170730112555.0,20170730112506.0,20170730111748.0
20170730113222.0,20170730113150.0,20170730113236.0,20170730113150.0,20170730113100.0,20170730113012.0,20170730112952.0,20170730113100.0,20170730113012.0,20170730112333.0
20170730113222.0,20170730113150.0,20170730113236.0,20170730113150.0,20170730113100.0,20170730113012.0,20170730112952.0,20170730113100.0,20170730113012.0,20170730112333.0
20170730114227.0,20170730114156.0,NA,20170730114156.0,20170730114123.0,20170730114034.0,20170730114015.0,20170730114123.0,20170730114034.0,20170730113316.0
20170730114002.0,20170730113931.0,20170730114017.0,20170730113931.0,20170730113848.0,20170730113759.0,20170730113740.0,20170730113848.0,20170730113759.0,20170730113120.0
20170730114613.0,20170730114541.0,20170730114701.0,20170730114541.0,20170730114509.0,20170730114420.0,NA,20170730114509.0,20170730114420.0,20170730113703.0
20170730224322.0,20170730224250.0,20170730224112.0,20170730224250.0,20170730224218.0,20170730224129.0,20170730224109.0,20170730224218.0,20170730224129.0,20170730223421.0
20170730114348.0,20170730114317.0,20170730114403.0,20170730114317.0,20170730114242.0,20170730114153.0,20170730114133.0,20170730114242.0,20170730114153.0,20170730113508.0
20170730230213.0,20170730230141.0,NA,20170730230141.0,20170730230109.0,20170730230020.0,20170730230000.0,20170730230109.0,20170730230020.0,20170730225309.0
20170727121705.0,20170727121633.0,20170727121719.0,20170727121633.0,20170727121554.0,20170727121505.0,20170727121445.0,20170727121554.0,20170727121505.0,20170727120817.0
20170805211343.0,20170805211311.0,20170805211357.0,20170805211311.0,20170805211224.0,20170805211134.0,20170805211115.0,20170805211224.0,20170805211134.0,20170805210456.0
20170727122332.0,20170727122300.0,20170727122408.0,20170727122300.0,20170727122228.0,20170727122139.0,20170727122119.0,20170727122228.0,20170727122139.0,20170727121409.0
20170805211955.0,20170805211923.0,NA,20170805211923.0,20170805211851.0,20170805211802.0,20170805211743.0,20170805211851.0,20170805211802.0,20170805211038.0
20170727122107.0,20170727122036.0,20170727122122.0,20170727122036.0,20170727121945.0,20170727121855.0,20170727121836.0,20170727121945.0,20170727121855.0,20170727121213.0
20170805220021.0,20170805215950.0,20170805215931.0,20170805215950.0,20170805215907.0,20170805215818.0,20170805215759.0,20170805215907.0,20170805215818.0,20170805215136.0
20170727122723.0,20170727122651.0,20170727122801.0,20170727122651.0,20170727122619.0,20170727122530.0,20170727122510.0,20170727122619.0,20170727122530.0,20170727121759.0
20170805220633.0,20170805220601.0,20170805220720.0,20170805220601.0,NA,20170805220440.0,20170805220420.0,20170805220529.0,20170805220440.0,20170805215722.0
20170727122458.0,20170727122427.0,20170727122513.0,20170727122427.0,20170727122347.0,20170727122258.0,20170727122238.0,20170727122347.0,20170727122258.0,20170727121603.0
20170727183629.0,20170727183558.0,20170727183702.0,20170727183558.0,20170727183525.0,20170727183436.0,20170727183417.0,20170727183525.0,20170727183436.0,20170727183118.0
20170727123116.0,20170727123045.0,20170727123148.0,20170727123045.0,20170727123012.0,NA,20170727122904.0,20170727123012.0,NA,20170727122202.0
20170727122852.0,20170727122820.0,20170727122906.0,20170727122820.0,20170727122738.0,20170727122649.0,20170727122629.0,20170727122738.0,20170727122649.0,20170727122005.0
20170727191930.0,NA,20170727191945.0,20170727191859.0,20170727191800.0,20170727191710.0,20170727191651.0,20170727191800.0,20170727191710.0,20170727191135.0
20170727123503.0,20170727123431.0,20170727123551.0,20170727123431.0,20170727123359.0,20170727123310.0,20170727123251.0,20170727123359.0,20170727123310.0,20170727122552.0
20170727123238.0,20170727123207.0,20170727123253.0,20170727123207.0,20170727123131.0,20170727123042.0,20170727123023.0,20170727123131.0,20170727123042.0,20170727122356.0
20170718060919.0,20170718060847.0,20170718061016.0,20170718060847.0,20170718060815.0,20170718060726.0,20170718060707.0,20170718060815.0,20170718060726.0,20170718055928.0
20170727123906.0,20170727123835.0,20170727123939.0,20170727123835.0,20170727123802.0,20170727123713.0,20170727123654.0,20170727123802.0,20170727123713.0,20170727122946.0
20170718065429.0,20170718065357.0,20170718065443.0,20170718065357.0,20170718065322.0,20170718065233.0,20170718065213.0,20170718065322.0,20170718065233.0,20170718064534.0
20170727123642.0,20170727123610.0,20170727123656.0,20170727123610.0,20170727123518.0,20170727123429.0,20170727123409.0,20170727123518.0,20170727123429.0,20170727122750.0
20170727124253.0,20170727124222.0,20170727124337.0,20170727124222.0,20170727124149.0,20170727124100.0,20170727124041.0,20170727124149.0,20170727124100.0,20170727123333.0
20170727124029.0,20170727123957.0,20170727124043.0,20170727123957.0,20170727123921.0,20170727123832.0,20170727123813.0,20170727123921.0,NA,20170727123137.0
20170730115138.0,20170730115106.0,20170730115152.0,20170730115106.0,20170730115031.0,20170730114942.0,20170730114922.0,20170730115031.0,20170730114942.0,20170730114247.0
20170728202411.0,20170728202339.0,NA,20170728202339.0,20170728202307.0,NA,20170728202159.0,20170728202307.0,NA,20170728201900.0
20170728210803.0,NA,20170728210817.0,NA,NA,20170728210600.0,20170728210540.0,20170728210649.0,20170728210600.0,20170728205920.0
20170802092716.0,20170802092644.0,NA,20170802092644.0,NA,20170802092523.0,20170802092504.0,NA,20170802092523.0,20170802091814.0
NA,20170801205205.0,20170801205252.0,20170801205205.0,20170801205130.0,20170801205041.0,20170801205021.0,20170801205130.0,20170801205041.0,20170801204402.0
20170804124152.0,20170804124121.0,20170804124225.0,20170804124121.0,20170804124049.0,20170804124000.0,20170804123940.0,20170804124049.0,20170804124000.0,20170804123641.0
20170804132337.0,20170804132305.0,20170804132351.0,20170804132305.0,NA,20170804132144.0,20170804132124.0,NA,20170804132144.0,20170804131608.0
20170802034705.0,NA,20170802034720.0,20170802034634.0,20170802034602.0,20170802034513.0,20170802034453.0,20170802034602.0,20170802034513.0,20170802033937.0
NA,20170802233253.0,20170802233358.0,20170802233253.0,20170802233221.0,20170802233132.0,20170802233112.0,20170802233221.0,20170802233132.0,20170802232417.0
20170802124140.0,20170802124109.0,20170802124155.0,20170802124109.0,20170802124032.0,20170802123943.0,20170802123924.0,20170802124032.0,NA,20170802123307.0
20170803001420.0,20170803001348.0,20170803001435.0,20170803001348.0,20170803001316.0,20170803001227.0,20170803001207.0,20170803001316.0,20170803001227.0,20170803000737.0
20170731203607.0,20170731203536.0,20170731203641.0,20170731203536.0,20170731203503.0,20170731203414.0,20170731203355.0,20170731203503.0,20170731203414.0,20170731203056.0
20170731211857.0,20170731211826.0,20170731211912.0,20170731211826.0,20170731211750.0,20170731211701.0,NA,20170731211750.0,20170731211701.0,20170731211021.0
20170729235843.0,20170729235812.0,NA,20170729235812.0,20170729235739.0,20170729235650.0,20170729235631.0,20170729235739.0,20170729235650.0,20170729235332.0
20170730004055.0,20170730004024.0,NA,20170730004024.0,20170730003951.0,20170730003902.0,20170730003842.0,20170730003951.0,20170730003902.0,NA
20170730004218.0,20170730004146.0,20170730004233.0,20170730004146.0,20170730004110.0,20170730004021.0,20170730004001.0,20170730004110.0,20170730004021.0,20170730003324.0
20170727090233.0,20170727090202.0,20170727090309.0,20170727090202.0,20170727090130.0,20170727090040.0,20170727090021.0,20170727090130.0,20170727090040.0,20170727085722.0
20170729040640.0,20170729040609.0,NA,20170729040609.0,NA,20170729040448.0,20170729040428.0,NA,20170729040448.0,20170729035719.0
20170727094523.0,20170727094451.0,20170727094537.0,20170727094451.0,20170727094419.0,20170727094330.0,20170727094310.0,20170727094419.0,20170727094330.0,20170727093753.0
20170729045057.0,20170729045025.0,20170729045007.0,20170729045025.0,20170729044949.0,20170729044900.0,20170729044840.0,20170729044949.0,20170729044900.0,20170729044205.0
20170731031138.0,NA,20170731031213.0,20170731031107.0,20170731031034.0,20170731030945.0,20170731030926.0,20170731031034.0,20170731030945.0,20170731030230.0
20170731035452.0,20170731035420.0,NA,20170731035420.0,20170731035344.0,20170731035255.0,20170731035235.0,20170731035344.0,20170731035255.0,NA
20170728235349.0,20170728235317.0,20170728235420.0,20170728235317.0,NA,20170728235156.0,20170728235137.0,NA,20170728235156.0,20170728234427.0
20170729003805.0,20170729003734.0,20170729003820.0,20170729003734.0,NA,20170729003553.0,20170729003533.0,NA,20170729003553.0,20170729002913.0
20170727150306.0,20170727150235.0,NA,20170727150235.0,20170727150203.0,20170727150114.0,20170727150054.0,20170727150203.0,20170727150114.0,NA
20170727150702.0,20170727150631.0,NA,20170727150631.0,20170727150558.0,20170727150509.0,20170727150450.0,20170727150558.0,20170727150509.0,20170727145752.0
20170806225030.0,20170806224958.0,NA,20170806224958.0,20170806224926.0,20170806224837.0,20170806224817.0,20170806224926.0,20170806224837.0,20170806224109.0
20170806225549.0,20170806225518.0,20170806225604.0,20170806225518.0,20170806225432.0,20170806225343.0,20170806225323.0,20170806225432.0,20170806225343.0,20170806224704.0
20170805132446.0,20170805132415.0,20170805132501.0,20170805132415.0,20170805132327.0,20170805132238.0,20170805132218.0,20170805132327.0,20170805132238.0,20170805131559.0
20170802231202.0,20170802231131.0,NA,20170802231131.0,20170802231057.0,20170802231008.0,20170802230948.0,20170802231057.0,20170802231008.0,NA
20170805133058.0,20170805133027.0,NA,20170805133027.0,NA,20170805132905.0,20170805132846.0,20170805132955.0,20170805132905.0,20170805132142.0
20170805132834.0,20170805132802.0,20170805132848.0,20170805132802.0,20170805132726.0,20170805132637.0,20170805132617.0,20170805132726.0,20170805132637.0,20170805131946.0
20170805132711.0,20170805132639.0,20170805132744.0,20170805132639.0,20170805132607.0,NA,20170805132458.0,20170805132607.0,NA,20170805131755.0
